year,combo,q_prior,signals,delta,recovery,PnL,PF,DD,EXACT,EARLY,LATE,MISS,FALSE
2025,POSITION_DAMAGE+PHA_NHA,0.6,38,-295.54000000000315,-0.05644977986610572,2552.619999999997,1.7380607480013286,1184.390000000002,17,14,6,21,1
2026,POSITION_DAMAGE+PHA_NHA,0.6,31,1151.8600000000065,0.19415181415795046,3611.650000000006,1.6163688058489045,1545.3600000000013,10,10,9,12,2
2025,LIQ_CHILD+OLD_BEST3+LOCATION,0.5,47,-273.09000000000333,-0.05216170529753954,2575.069999999997,1.767138754498437,1059.060000000001,21,16,8,13,2
2026,LIQ_CHILD+OLD_BEST3+LOCATION,0.6,30,-292.3099999999972,-0.04927032521010334,2167.4800000000023,1.3684811805106936,2303.3600000000006,12,9,7,13,2
2025,LIQ_CHILD+OLD_BEST3+DELIVERY,0.5,48,257.34999999999945,0.04915527796082467,3105.5099999999998,1.9381015097782148,1081.590000000001,24,15,8,11,1
2026,LIQ_CHILD+OLD_BEST3+DELIVERY,0.6,27,-578.8399999999915,-0.09756640225998452,1880.950000000008,1.3193745458003099,2774.9399999999982,10,7,7,17,3
2025,LIQ_CHILD+OLD_BEST3+POSITION_DAMAGE,0.5,45,-219.24000000000342,-0.04187605649944197,2628.919999999997,1.7780240724244354,1099.8700000000013,21,15,7,15,2
2026,LIQ_CHILD+OLD_BEST3+POSITION_DAMAGE,0.5,33,-230.45999999999322,-0.03884519567555058,2229.3300000000063,1.3895924826247217,2079.46,18,11,1,11,3
2025,LIQ_CHILD+OLD_BEST3+PHA_NHA,0.6,43,266.9399999999978,0.050987021172964664,3115.099999999998,1.9219299829233851,1131.7400000000016,20,12,10,16,1
2026,LIQ_CHILD+OLD_BEST3+PHA_NHA,0.6,33,-278.8999999999987,-0.047010002056371285,2180.890000000001,1.3756081766498058,2196.710000000002,14,9,7,11,3
2025,LIQ_CHILD+LOCATION+DELIVERY,0.6,42,394.2399999999993,0.07530202752389946,3242.3999999999996,1.9961902421039694,1072.6099999999992,19,12,10,17,1
2026,LIQ_CHILD+LOCATION+DELIVERY,0.6,27,73.100000000009,0.012321373791040445,2532.8900000000085,1.4326287651695677,2207.709999999999,12,6,6,17,3
2025,LIQ_CHILD+LOCATION+POSITION_DAMAGE,0.5,42,-618.7400000000025,-0.11818277320956225,2229.419999999998,1.651530472087952,1084.5900000000017,20,15,5,18,2
2026,LIQ_CHILD+LOCATION+POSITION_DAMAGE,0.975,0,0.0,0.0,2459.7899999999995,1.3731415282815365,1700.6199999999994,0,0,0,41,0
2025,LIQ_CHILD+LOCATION+PHA_NHA,0.5,49,-330.9100000000021,-0.06320564612402033,2517.249999999998,1.7460552209787543,1046.140000000001,21,15,11,11,2
2026,LIQ_CHILD+LOCATION+PHA_NHA,0.6,32,-431.0900000000024,-0.07266239435812587,2028.699999999997,1.3348999526217342,2212.5300000000025,12,10,8,11,2
2025,LIQ_CHILD+DELIVERY+POSITION_DAMAGE,0.6,37,256.93999999999915,0.04907696568585302,3105.0999999999995,1.9496357553107548,1072.6099999999992,17,12,7,22,1
2026,LIQ_CHILD+DELIVERY+POSITION_DAMAGE,0.6,25,875.3000000000106,0.1475362309069289,3335.09000000001,1.5715899197224927,2211.3899999999985,11,7,5,18,2
2025,LIQ_CHILD+DELIVERY+PHA_NHA,0.5,47,528.0099999999989,0.10085283977499526,3376.169999999999,2.0415166631190242,987.3399999999997,25,11,10,12,1
2026,LIQ_CHILD+DELIVERY+PHA_NHA,0.5,35,-630.9199999999978,-0.10634474900468198,1828.8700000000017,1.3130104538204026,2415.8099999999995,17,9,6,9,3
2025,LIQ_CHILD+POSITION_DAMAGE+PHA_NHA,0.6,42,-366.680000000003,-0.07003791460141977,2481.4799999999973,1.7208554472012325,1127.9000000000012,20,13,8,17,1
2026,LIQ_CHILD+POSITION_DAMAGE+PHA_NHA,0.5,36,-436.49999999999864,-0.07357427715168913,2023.2900000000009,1.3466413333241964,2013.0199999999998,17,11,5,8,3
2025,OLD_BEST3+LOCATION+DELIVERY,0.7,30,405.3999999999992,0.07743364944751631,3253.5599999999995,1.9788233878367607,992.6099999999997,15,9,5,29,1
2026,OLD_BEST3+LOCATION+DELIVERY,0.5,32,-117.5699999999988,-0.01981701664312492,2342.2200000000007,1.4045012512110586,2219.2400000000007,15,10,4,12,3
2025,OLD_BEST3+LOCATION+POSITION_DAMAGE,0.6,36,212.9999999999991,0.04068418187548332,3061.1599999999994,1.9215587105475473,1171.7900000000016,17,13,4,24,2
2026,OLD_BEST3+LOCATION+POSITION_DAMAGE,0.7,22,799.4500000000066,0.13475133074208143,3259.240000000006,1.5407570372877544,1893.5900000000004,9,7,5,20,1
2025,OLD_BEST3+LOCATION+PHA_NHA,0.6,42,234.63999999999805,0.044817541949593274,3082.7999999999984,1.9109902157499523,1131.2800000000016,20,12,8,18,2
2026,OLD_BEST3+LOCATION+PHA_NHA,0.9,13,744.1300000000019,0.125426865651516,3203.9200000000014,1.5159000700443614,2079.5999999999985,3,2,7,29,1
2025,OLD_BEST3+DELIVERY+POSITION_DAMAGE,0.7,32,748.4599999999982,0.142960012988377,3596.6199999999985,2.171190298641119,1056.1200000000001,18,10,3,27,1
2026,OLD_BEST3+DELIVERY+POSITION_DAMAGE,0.7,24,-213.31999999999243,-0.03595616220388961,2246.470000000007,1.3737942831090661,2187.080000000001,10,6,5,20,3
2025,OLD_BEST3+DELIVERY+PHA_NHA,0.5,43,46.789999999999964,0.008937149624196578,2894.9500000000003,1.8669799228539254,1086.0100000000002,19,15,8,16,1
2026,OLD_BEST3+DELIVERY+PHA_NHA,0.6,28,194.72000000000662,0.03282103836650043,2654.510000000006,1.4535034698138172,1994.7,14,6,6,15,2
2025,OLD_BEST3+POSITION_DAMAGE+PHA_NHA,0.5,45,-125.4600000000014,-0.02396355614130618,2722.699999999999,1.803739586838826,1131.2800000000016,20,14,10,14,1
2026,OLD_BEST3+POSITION_DAMAGE+PHA_NHA,0.6,31,-480.0500000000004,-0.08091484936235625,1979.739999999999,1.3332497294094474,2102.470000000003,12,11,6,12,2
2025,LOCATION+DELIVERY+POSITION_DAMAGE,0.5,41,319.6900000000019,0.06106256386748072,3167.850000000002,2.0758642472159687,891.7400000000014,21,14,3,20,3
2026,LOCATION+DELIVERY+POSITION_DAMAGE,0.6,26,260.1300000000083,0.04384622386132775,2719.920000000008,1.4569128581075876,2721.859999999997,11,8,5,17,2
2025,LOCATION+DELIVERY+PHA_NHA,0.5,46,-406.4799999999991,-0.07763993544012437,2441.680000000001,1.729164426924685,1094.4100000000014,21,15,7,15,3
2026,LOCATION+DELIVERY+PHA_NHA,0.6,29,118.72000000000526,0.020010854944900222,2578.5100000000048,1.436918587903579,2013.3799999999994,13,7,7,14,2
2025,LOCATION+POSITION_DAMAGE+PHA_NHA,0.6,40,-277.9200000000037,-0.05308426209781466,2570.2399999999966,1.7502663634744875,1149.1300000000024,19,14,6,19,1
2026,LOCATION+POSITION_DAMAGE+PHA_NHA,0.8,18,1038.5300000000057,0.17504947090571446,3498.320000000005,1.5853008887461197,2234.8100000000004,4,5,8,24,1
2025,DELIVERY+POSITION_DAMAGE+PHA_NHA,0.5,45,1111.4599999999987,0.2122950271705391,3959.619999999999,2.271337890468224,1121.4200000000017,23,13,7,15,2
2026,DELIVERY+POSITION_DAMAGE+PHA_NHA,0.5,36,371.32000000000653,0.06258785931721826,2831.110000000006,1.4789270151031244,1595.1000000000004,18,10,5,8,3
2025,LIQ_CHILD+OLD_BEST3+LOCATION+DELIVERY,0.5,46,292.1299999999974,0.05579845094499947,3140.2899999999977,1.9448374217346682,1081.590000000001,21,14,9,14,2
2026,LIQ_CHILD+OLD_BEST3+LOCATION+DELIVERY,0.6,27,-556.5199999999961,-0.0938042536551154,1903.2700000000034,1.3237944069601675,2767.099999999999,11,7,7,16,2
2025,LIQ_CHILD+OLD_BEST3+LOCATION+POSITION_DAMAGE,0.5,42,-305.1800000000035,-0.05829107335568166,2542.979999999997,1.7504337972307784,1086.9500000000016,19,15,6,18,2
2026,LIQ_CHILD+OLD_BEST3+LOCATION+POSITION_DAMAGE,0.9,9,266.60000000000264,0.044936775002613,2726.390000000002,1.4402252804298932,2301.1799999999976,3,3,3,32,0
2025,LIQ_CHILD+OLD_BEST3+LOCATION+PHA_NHA,0.5,49,-150.9900000000025,-0.028839927799903072,2697.169999999998,1.8052407509135624,1046.140000000001,22,14,11,11,2
2026,LIQ_CHILD+OLD_BEST3+LOCATION+PHA_NHA,0.6,31,-233.82999999999993,-0.03941322617727266,2225.9599999999996,1.3830155531886703,2212.5300000000025,13,9,7,12,2
2025,LIQ_CHILD+OLD_BEST3+DELIVERY+POSITION_DAMAGE,0.6,37,253.61999999999944,0.048442827264131925,3101.7799999999997,1.94765818337356,1072.6099999999992,17,12,7,22,1
2026,LIQ_CHILD+OLD_BEST3+DELIVERY+POSITION_DAMAGE,0.6,29,-472.08999999999173,-0.07957315120398721,1987.7000000000078,1.330901142513731,2468.6599999999994,12,9,5,15,3
2025,LIQ_CHILD+OLD_BEST3+DELIVERY+PHA_NHA,0.6,40,336.9999999999991,0.0643688699156709,3185.1599999999994,1.9521867806642546,1072.2100000000003,19,11,9,19,1
2026,LIQ_CHILD+OLD_BEST3+DELIVERY+PHA_NHA,0.5,36,-465.3899999999994,-0.07844383240234745,1994.4,1.3366604378408762,2052.750000000002,17,10,6,8,3
2025,LIQ_CHILD+OLD_BEST3+POSITION_DAMAGE+PHA_NHA,0.6,44,-270.38000000000284,-0.05164408026053212,2577.7799999999975,1.752858507180218,1109.4800000000016,21,13,9,15,1
2026,LIQ_CHILD+OLD_BEST3+POSITION_DAMAGE+PHA_NHA,0.7,22,1099.2600000000057,0.18528581878984296,3559.050000000005,1.5989166139389628,1895.940000000002,6,6,10,19,0
2025,LIQ_CHILD+LOCATION+DELIVERY+POSITION_DAMAGE,0.5,43,-122.72000000000162,-0.02344020093783756,2725.4399999999987,1.823137141200347,1025.7900000000002,21,13,8,16,1
2026,LIQ_CHILD+LOCATION+DELIVERY+POSITION_DAMAGE,0.6,28,1157.9700000000116,0.19518168548302994,3617.760000000011,1.612973951114713,1833.309999999999,12,8,6,15,2
2025,LIQ_CHILD+LOCATION+DELIVERY+PHA_NHA,0.5,46,215.30999999999813,0.04112540469300598,3063.4699999999984,1.9224540800963554,1066.3100000000013,23,13,9,13,1
2026,LIQ_CHILD+LOCATION+DELIVERY+PHA_NHA,0.6,28,253.33000000000857,0.04270004955518464,2713.120000000008,1.479311715499653,2035.629999999999,13,6,7,15,2
2025,LIQ_CHILD+LOCATION+POSITION_DAMAGE+PHA_NHA,0.5,46,-157.17000000000326,-0.03002034209093837,2690.989999999997,1.796002520240309,1086.9500000000014,20,15,10,13,1
2026,LIQ_CHILD+LOCATION+POSITION_DAMAGE+PHA_NHA,0.5,37,-230.97999999999683,-0.03893284429896214,2228.8100000000027,1.3803021176904193,2046.6999999999996,18,10,6,7,3
2025,LIQ_CHILD+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.5,47,-123.01000000000204,-0.023495592546963883,2725.1499999999983,1.8132736865979862,1067.9100000000008,21,14,11,12,1
2026,LIQ_CHILD+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.6,29,313.32000000001153,0.052811666705998066,2773.110000000011,1.4910958103556384,2043.4699999999984,13,6,7,15,3
2025,OLD_BEST3+LOCATION+DELIVERY+POSITION_DAMAGE,0.6,35,294.3299999999999,0.05621866315216457,3142.4900000000002,1.9637913848890527,1090.46,17,12,5,24,1
2026,OLD_BEST3+LOCATION+DELIVERY+POSITION_DAMAGE,0.6,29,-166.85999999999285,-0.02812509481221159,2292.9300000000067,1.387804011771472,2400.539999999999,12,8,6,15,3
2025,OLD_BEST3+LOCATION+DELIVERY+PHA_NHA,0.7,35,305.3899999999985,0.05833118452091006,3153.549999999999,1.9468101395798494,1112.4699999999996,17,10,7,24,1
2026,OLD_BEST3+LOCATION+DELIVERY+PHA_NHA,0.6,31,-741.0600000000009,-0.1249094016633012,1718.7299999999987,1.28016711602599,2570.7800000000007,12,10,7,12,2
2025,OLD_BEST3+LOCATION+POSITION_DAMAGE+PHA_NHA,0.5,44,-244.95000000000255,-0.046786809156806504,2603.2099999999978,1.764063444729472,1131.2800000000016,20,14,8,16,2
2026,OLD_BEST3+LOCATION+POSITION_DAMAGE+PHA_NHA,0.6,29,551.8400000000038,0.09301541604441817,3011.6300000000033,1.5115008415664182,2322.96,12,9,7,13,1
2025,OLD_BEST3+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.6,39,325.46000000000004,0.06216466588354394,3173.6200000000003,1.9676290250290418,1090.2099999999994,18,12,8,20,1
2026,OLD_BEST3+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.5,36,-319.819999999997,-0.05390727449863245,2139.9700000000025,1.3590981475981205,2171.84,18,11,4,8,3
2025,LOCATION+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.6,39,343.05999999999995,0.06552636354086086,3191.2200000000003,1.9773877888546882,1072.6099999999992,17,12,9,20,1
2026,LOCATION+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.6,28,115.15000000000373,0.019409113434174806,2574.9400000000032,1.4362124022734402,2030.0000000000007,11,7,8,15,2
