route_id,direction,entry_year,ha_idx,ha_ts,label,decision_ts,decision_px,challenge_ts,open_count,losing_count,losing_frac,total_raw_loss,total_loss_entry_atr,mean_loss_entry_atr_per_open,max_loss_entry_atr,total_loss_current_atr,net_unreal_current_atr,worst_unreal_current_atr
27,UP,2024,3554,2024-04-19 12:00:00,EXACT,2024-04-19 12:00:00,2384.25,2024-04-22 05:59:32,2,2,1.0,26.730000000000018,2.114436728258628,1.057218364129314,1.154120159569535,2.090164819126646,-2.090164819126646,1.1408718560066613
27,UP,2024,3558,2024-04-22 04:00:00,LATE,2024-04-22 04:00:00,2382.14,2024-04-22 05:59:32,2,2,1.0,30.950000000000273,2.448253525611862,1.224126762805931,1.3210285582461518,2.4054375066683504,-2.4054375066683504,1.297925892128005
28,DOWN,2024,3568,2024-04-23 20:00:00,EXACT,2024-04-23 20:00:00,2330.52,2024-04-24 18:00:04,5,3,0.6,31.799999999999727,2.4410009176267247,0.48820018352534494,0.9157591492857444,2.3957414695689137,2.2857483077585816,0.8987797399986476
29,DOWN,2024,3578,2024-04-25 12:00:00,EXACT,2024-04-25 12:00:00,2327.06,2024-04-25 17:35:39,1,1,1.0,15.429999999999836,1.1653085766791174,1.1653085766791174,1.1653085766791174,1.164126570688427,-1.164126570688427,1.164126570688427
30,UP,2024,3586,2024-04-26 20:00:00,EXACT,2024-04-26 20:00:00,2333.55,2024-04-29 04:00:32,1,1,1.0,12.549999999999727,0.9442322683897392,0.9442322683897392,0.9442322683897392,0.9412461536257629,-0.9412461536257629,0.9412461536257629
31,DOWN,2024,3590,2024-04-29 12:00:00,EARLY,2024-04-29 12:00:00,2338.28,2024-05-03 15:30:06,1,1,1.0,14.370000000000346,1.08153060758491,1.08153060758491,1.08153060758491,1.0823130143642714,-1.0823130143642714,1.0823130143642714
31,DOWN,2024,3603,2024-05-01 16:00:00,EXACT,2024-05-01 16:00:00,2298.47,2024-05-03 15:30:06,5,1,0.2,7.199999999999818,0.5395101147000241,0.10790202294000481,0.5395101147000241,0.5438914279943377,4.54602585231951,0.5438914279943377
31,DOWN,2024,3611,2024-05-03 01:00:05,LATE,2024-05-03 01:00:05,2304.63,2024-05-03 15:30:06,5,1,0.2,13.360000000000127,1.0010909906100796,0.2002181981220159,1.0010909906100796,1.00125690040246,2.2018658483400597,1.00125690040246
32,DOWN,2024,3619,2024-05-06 08:00:00,EXACT,2024-05-06 08:00:00,2309.24,2024-05-06 10:39:40,2,2,1.0,53.63999999999987,4.0208353450940235,2.0104176725470118,2.1580881727303702,3.9924508278406763,-3.9924508278406763,2.1428534551367115
33,UP,2024,3626,2024-05-07 12:00:00,EXACT,2024-05-07 12:00:00,2315.62,2024-05-08 04:33:39,1,1,1.0,13.5,1.003050152920011,1.003050152920011,1.003050152920011,1.009431265715209,-1.009431265715209,1.009431265715209
34,UP,2024,3648,2024-05-13 04:00:00,EARLY,2024-05-13 04:00:00,2363.96,2024-05-21 06:27:52,6,0,0.0,0.0,0.0,0.0,0.0,0.0,13.268927659221761,0.0
34,UP,2024,3669,2024-05-16 16:00:00,EARLY,2024-05-16 16:00:00,2379.11,2024-05-21 06:27:52,6,0,0.0,0.0,0.0,0.0,0.0,0.0,20.42292850124611,0.0
34,UP,2024,3681,2024-05-20 16:00:00,EXACT,2024-05-20 16:00:00,2413.72,2024-05-21 06:27:52,9,1,0.1111111111111111,4.040000000000418,0.31307171234284936,0.034785745815872154,0.31307171234284936,0.3065725924411369,37.708428870255766,0.3065725924411369
35,DOWN,2024,3704,2024-05-24 12:00:00,EXACT,2024-05-24 12:00:00,2340.34,2024-05-27 06:29:47,5,1,0.2,8.340000000000146,0.6223535446241386,0.12447070892482773,0.6223535446241386,0.6262614884165373,9.937583378542314,0.6262614884165373
35,DOWN,2024,3708,2024-05-27 04:00:00,LATE,2024-05-27 04:00:00,2336.3,2024-05-27 06:29:47,5,1,0.2,4.300000000000182,0.3208777268445879,0.06417554536891758,0.3208777268445879,0.3249713343498209,11.528169149237076,0.3249713343498209
36,UP,2024,3722,2024-05-29 12:00:00,EXACT,2024-05-29 12:00:00,2345.49,2024-05-29 14:53:15,1,1,1.0,13.270000000000437,1.0168802543690658,1.0168802543690658,1.0168802543690658,1.0229137944943743,-1.0229137944943743,1.0229137944943743
38,DOWN,2024,3741,2024-06-03 16:00:00,EXACT,2024-06-03 16:00:00,2334.16,2024-06-05 18:37:15,2,1,0.5,11.710000000000036,0.9056770732321638,0.4528385366160819,0.9056770732321638,0.9100167348905057,-0.7491512659559635,0.9100167348905057
38,DOWN,2024,3751,2024-06-05 08:00:00,LATE,2024-06-05 08:00:00,2338.24,2024-06-05 18:37:15,2,2,1.0,17.799999999999727,1.3779833144733291,0.6889916572366646,1.2212332183036543,1.389981788664502,-1.389981788664502,1.2330231709557737
39,UP,2024,3759,2024-06-06 16:00:00,NO_ORACLE,2024-06-06 16:00:00,2357.56,2024-06-07 11:07:48,2,2,1.0,9.010000000000218,0.7045942896266231,0.35229714481331154,0.5255131660700302,0.7041195579470958,-0.7041195579470958,0.5251590931636568
41,UP,2024,3786,2024-06-13 04:00:00,EXACT,2024-06-13 04:00:00,2320.74,2024-06-13 19:00:58,1,1,1.0,5.5900000000001455,0.4305660605629681,0.4305660605629681,0.4305660605629681,0.42581168069508096,-0.42581168069508096,0.42581168069508096
42,UP,2024,3799,2024-06-17 08:00:00,EXACT,2024-06-17 08:00:00,2323.59,2024-06-18 13:25:11,1,1,1.0,3.299999999999727,0.2511375129052511,0.2511375129052511,0.2511375129052511,0.2523881385753249,-0.2523881385753249,0.2523881385753249
42,UP,2024,3806,2024-06-18 12:00:00,LATE,2024-06-18 12:00:00,2311.22,2024-06-18 13:25:11,1,1,1.0,15.670000000000073,1.1925226749168572,1.1925226749168572,1.1925226749168572,1.211653729621289,-1.211653729621289,1.211653729621289
43,UP,2024,3814,2024-06-19 20:00:00,NO_ORACLE,2024-06-19 20:00:00,2329.34,2024-06-21 18:20:34,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3691354871262349,0.0
45,DOWN,2024,3848,2024-06-27 12:00:00,EXACT,2024-06-27 12:00:00,2307.73,2024-06-28 11:26:47,4,2,0.5,14.210000000000036,1.1468526497281777,0.2867131624320444,0.9845277732145487,1.156393584474501,0.12776480841837798,0.9928220781554303
46,UP,2024,3857,2024-07-01 01:00:05,EXACT,2024-07-01 01:00:05,2326.29,2024-07-01 08:30:12,1,1,1.0,10.929999999999836,0.8949270476513278,0.8949270476513278,0.8949270476513278,0.8942864370404039,-0.8942864370404039,0.8942864370404039
47,UP,2024,3878,2024-07-04 12:00:00,NO_ORACLE,2024-07-04 12:00:00,2358.84,2024-07-05 15:30:08,4,0,0.0,0.0,0.0,0.0,0.0,0.0,7.1178298674590765,0.0
47,UP,2024,3881,2024-07-05 01:00:05,NO_ORACLE,2024-07-05 01:00:05,2356.46,2024-07-05 15:30:08,4,0,0.0,0.0,0.0,0.0,0.0,0.0,6.386225862308421,0.0
48,UP,2024,3890,2024-07-08 12:00:00,EXACT,2024-07-08 12:00:00,2372.66,2024-07-08 18:53:03,2,1,0.5,15.16000000000031,1.28740292962806,0.64370146481403,1.28740292962806,1.288220599139142,-1.0222489319026653,1.288220599139142
50,DOWN,2024,3899,2024-07-10 01:00:05,EXACT,2024-07-10 01:00:05,2364.93,2024-07-10 09:50:57,1,1,1.0,14.989999999999782,1.2775532145380872,1.2775532145380872,1.2775532145380872,1.2737290004500834,-1.2737290004500834,1.2737290004500834
51,UP,2024,3914,2024-07-12 12:00:00,EARLY,2024-07-12 12:00:00,2407.39,2024-07-18 21:31:19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.538086987013657,0.0
51,UP,2024,3919,2024-07-15 08:00:00,EARLY,2024-07-15 08:00:00,2411.44,2024-07-18 21:31:19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,3.226181597506625,0.0
51,UP,2024,3924,2024-07-16 04:00:00,EARLY,2024-07-16 04:00:00,2421.19,2024-07-18 21:31:19,6,3,0.5,22.88000000000011,1.952355043246376,0.32539250720772933,1.1041728260318222,1.946983030299406,3.1510831124120213,1.1011346333948557
51,UP,2024,3934,2024-07-17 20:00:00,EXACT,2024-07-17 20:00:00,2455.56,2024-07-18 21:31:19,8,0,0.0,0.0,0.0,0.0,0.0,0.0,22.007948291003576,0.0
51,UP,2024,3940,2024-07-18 20:00:00,LATE,2024-07-18 20:00:00,2456.11,2024-07-18 21:31:19,8,0,0.0,0.0,0.0,0.0,0.0,0.0,22.533375924671393,0.0
52,DOWN,2024,3954,2024-07-23 04:00:00,EXACT,2024-07-23 04:00:00,2400.15,2024-07-24 04:14:53,2,2,1.0,15.440000000000055,1.2873217450102865,0.6436608725051433,0.7453793005435227,1.2866630325454085,-1.2866630325454085,0.7449978957873045
54,DOWN,2024,3973,2024-07-26 08:00:00,EXACT,2024-07-26 08:00:00,2369.93,2024-07-26 16:01:37,1,1,1.0,0.23999999999978172,0.02005447726886391,0.02005447726886391,0.02005447726886391,0.01969842147689857,-0.01969842147689857,0.01969842147689857
55,UP,2024,3998,2024-08-01 12:00:00,NO_ORACLE,2024-08-01 12:00:00,2433.75,2024-08-02 17:43:52,3,0,0.0,0.0,0.0,0.0,0.0,0.0,5.612543997665963,0.0
55,UP,2024,4001,2024-08-02 01:00:05,NO_ORACLE,2024-08-02 01:00:05,2446.26,2024-08-02 17:43:52,4,1,0.25,12.669999999999618,1.0324191476630122,0.25810478691575306,1.0324191476630122,1.0287122130197142,7.5785318045196615,1.0287122130197142
56,DOWN,2024,4013,2024-08-06 01:00:05,EXACT,2024-08-06 01:00:05,2410.81,2024-08-08 14:05:28,1,1,1.0,0.15000000000009095,0.011457257634494622,0.011457257634494622,0.011457257634494622,0.01110486234212406,-0.01110486234212406,0.01110486234212406
56,DOWN,2024,4022,2024-08-07 12:00:00,LATE,2024-08-07 12:00:00,2393.46,2024-08-08 14:05:28,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.265409285479894,0.0
56,DOWN,2024,4027,2024-08-08 08:00:00,LATE,2024-08-08 08:00:00,2394.53,2024-08-08 14:05:28,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.187981654268121,0.0
57,UP,2024,4038,2024-08-12 04:00:00,EARLY,2024-08-12 04:00:00,2428.35,2024-08-14 05:31:31,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333981847487988,0.0
57,UP,2024,4046,2024-08-13 12:00:00,EXACT,2024-08-13 12:00:00,2460.57,2024-08-14 05:31:31,3,0,0.0,0.0,0.0,0.0,0.0,0.0,4.976102402685093,0.0
57,UP,2024,4050,2024-08-14 04:00:00,LATE,2024-08-14 04:00:00,2465.6,2024-08-14 05:31:31,3,0,0.0,0.0,0.0,0.0,0.0,0.0,6.128900480406434,0.0
59,DOWN,2024,4061,2024-08-16 01:00:05,EXACT,2024-08-16 01:00:05,2457.33,2024-08-16 14:18:37,1,1,1.0,19.7199999999998,1.4620002344493677,1.4620002344493677,1.4620002344493677,1.4567600113942234,-1.4567600113942234,1.4567600113942234
60,UP,2024,4071,2024-08-19 16:00:00,EARLY,2024-08-19 16:00:00,2491.17,2024-08-21 17:00:13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1825975157944049,0.0
60,UP,2024,4079,2024-08-21 01:00:05,EXACT,2024-08-21 01:00:05,2513.11,2024-08-21 17:00:13,3,0,0.0,0.0,0.0,0.0,0.0,0.0,4.576619270335709,0.0
60,UP,2024,4082,2024-08-21 12:00:00,LATE,2024-08-21 12:00:00,2507.15,2024-08-21 17:00:13,3,1,0.3333333333333333,3.4899999999997817,0.2581765520096103,0.08605885066987011,0.2581765520096103,0.25750645537787903,3.2863431296652026,0.25750645537787903
61,DOWN,2024,4093,2024-08-23 08:00:00,EXACT,2024-08-23 08:00:00,2493.54,2024-08-26 10:23:31,2,2,1.0,8.489999999999782,0.6293008641957344,0.3146504320978672,0.6085465365190972,0.6296873429840554,-0.6296873429840554,0.6089202692460837
62,UP,2024,4103,2024-08-27 01:00:05,EXACT,2024-08-27 01:00:05,2518.13,2024-08-27 04:48:53,2,2,1.0,3.8899999999998727,0.2912079980682319,0.14560399903411594,0.18565445635199077,0.29205080662938226,-0.29205080662938226,0.18619177389226146
63,UP,2024,4111,2024-08-28 08:00:00,EXACT,2024-08-28 08:00:00,2511.5,2024-08-28 09:03:04,1,1,1.0,15.519999999999982,1.172882636937075,1.172882636937075,1.172882636937075,1.1764023031773534,-1.1764023031773534,1.1764023031773534
64,DOWN,2024,4131,2024-09-02 16:00:00,NO_ORACLE,2024-09-02 16:00:00,2501.49,2024-09-04 17:01:29,3,1,0.3333333333333333,8.259999999999764,0.6326187512151163,0.21087291707170544,0.6326187512151163,0.6334528311993076,0.30215546669805743,0.6334528311993076
64,DOWN,2024,4136,2024-09-03 12:00:00,NO_ORACLE,2024-09-03 12:00:00,2504.12,2024-09-04 17:01:29,3,2,0.6666666666666666,11.4399999999996,0.8761421720479466,0.2920473906826489,0.8340457870136482,0.8893091413682986,-0.3070604115738056,0.8465538941871501
64,DOWN,2024,4140,2024-09-04 04:00:00,NO_ORACLE,2024-09-04 04:00:00,2492.51,2024-09-04 17:01:29,3,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3954390304585527,0.0
65,UP,2024,4192,2024-09-16 20:00:00,EXACT,2024-09-16 20:00:00,2583.6,2024-09-17 07:39:47,2,0,0.0,0.0,0.0,0.0,0.0,0.0,8.438054526100746,0.0
68,UP,2024,4221,2024-09-23 16:00:00,EARLY,2024-09-23 16:00:00,2627.03,2024-09-27 17:48:57,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.198152315370716,0.0
68,UP,2024,4224,2024-09-24 04:00:00,EARLY,2024-09-24 04:00:00,2625.13,2024-09-27 17:48:57,2,1,0.5,0.7399999999997817,0.05846558294281011,0.029232791471405055,0.05846558294281011,0.058813565493875355,1.9162095460240007,0.058813565493875355
68,UP,2024,4227,2024-09-24 16:00:00,EARLY,2024-09-24 16:00:00,2633.16,2024-09-27 17:48:57,2,0,0.0,0.0,0.0,0.0,0.0,0.0,3.184457166370453,0.0
68,UP,2024,4232,2024-09-25 12:00:00,EARLY,2024-09-25 12:00:00,2655.86,2024-09-27 17:48:57,2,0,0.0,0.0,0.0,0.0,0.0,0.0,6.77296598479775,0.0
68,UP,2024,4235,2024-09-26 01:00:05,EARLY,2024-09-26 01:00:05,2656.55,2024-09-27 17:48:57,2,0,0.0,0.0,0.0,0.0,0.0,0.0,6.889039849179424,0.0
68,UP,2024,4243,2024-09-27 08:00:00,EXACT,2024-09-27 08:00:00,2670.43,2024-09-27 17:48:57,2,0,0.0,0.0,0.0,0.0,0.0,0.0,9.136583013522985,0.0
69,DOWN,2024,4248,2024-09-30 04:00:00,EARLY,2024-09-30 04:00:00,2661.79,2024-10-04 05:44:29,1,1,1.0,12.090000000000146,0.9624217293314205,0.9624217293314205,0.9624217293314205,0.9563886285847352,-0.9563886285847352,0.9563886285847352
69,DOWN,2024,4255,2024-10-01 08:00:00,EARLY,2024-10-01 08:00:00,2639.77,2024-10-04 05:44:29,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0146096261123836,0.0
69,DOWN,2024,4265,2024-10-03 01:00:05,EARLY,2024-10-03 01:00:05,2659.59,2024-10-04 05:44:29,1,1,1.0,9.890000000000327,0.7872912244076054,0.7872912244076054,0.7872912244076054,0.7805067412416796,-0.7805067412416796,0.7805067412416796
69,DOWN,2024,4270,2024-10-03 20:00:00,EXACT,2024-10-03 20:00:00,2660.24,2024-10-04 05:44:29,1,1,1.0,10.539999999999964,0.8390343281350715,0.8390343281350715,0.8390343281350715,0.8315699302674769,-0.8315699302674769,0.8315699302674769
70,DOWN,2024,4297,2024-10-10 08:00:00,NO_ORACLE,2024-10-10 08:00:00,2614.07,2024-10-10 15:36:00,3,1,0.3333333333333333,1.2899999999999636,0.10088627560796636,0.03362875853598878,0.10088627560796636,0.10073748884396054,1.3915829854258899,0.10073748884396054
71,UP,2024,4308,2024-10-14 04:00:00,EARLY,2024-10-14 04:00:00,2646.69,2024-10-15 07:02:20,2,2,1.0,19.6899999999996,1.5352497901426672,0.7676248950713336,1.0159626595002016,1.5361231692954256,-1.5361231692954256,1.0165406244753383
71,UP,2024,4311,2024-10-14 16:00:00,EXACT,2024-10-14 16:00:00,2651.35,2024-10-15 07:02:20,3,3,1.0,21.65000000000009,1.6868917816240838,0.5622972605413613,0.8783320902183136,1.6874718968952083,-1.6874718968952083,0.8792001384285546
73,UP,2024,4325,2024-10-17 01:00:05,NO_ORACLE,2024-10-17 01:00:05,2673.36,2024-10-23 16:14:10,4,1,0.25,1.6199999999998909,0.12713693965601575,0.031784234914003937,0.12713693965601575,0.12739472223569945,0.44745430217360715,0.12739472223569945
73,UP,2024,4342,2024-10-21 20:00:00,NO_ORACLE,2024-10-21 20:00:00,2723.48,2024-10-23 16:14:10,5,0,0.0,0.0,0.0,0.0,0.0,0.0,18.45243983344355,0.0
74,DOWN,2024,4357,2024-10-24 08:00:00,EARLY,2024-10-24 08:00:00,2726.7,2024-10-25 20:51:38,1,1,1.0,13.259999999999764,1.063986292512118,1.063986292512118,1.063986292512118,1.0600855252631374,-1.0600855252631374,1.0600855252631374
74,DOWN,2024,4366,2024-10-25 20:00:00,EXACT,2024-10-25 20:00:00,2739.39,2024-10-25 20:51:38,1,1,1.0,25.949999999999818,2.082235617699077,2.082235617699077,2.082235617699077,2.0798251209667993,-2.0798251209667993,2.0798251209667993
75,UP,2024,4383,2024-10-30 16:00:00,EARLY,2024-10-30 16:00:00,2777.47,2024-10-31 15:00:55,2,0,0.0,0.0,0.0,0.0,0.0,0.0,3.8972607103601047,0.0
75,UP,2024,4387,2024-10-31 08:00:00,EXACT,2024-10-31 08:00:00,2785.08,2024-10-31 15:00:55,3,1,0.3333333333333333,4.940000000000055,0.39765768098656457,0.13255256032885485,0.39765768098656457,0.4009223455653269,4.7542572881005185,0.4009223455653269
76,DOWN,2024,4393,2024-11-01 08:00:00,EARLY,2024-11-01 08:00:00,2755.19,2024-11-05 16:30:07,1,1,1.0,9.269999999999982,0.7481203965310219,0.7481203965310219,0.7481203965310219,0.7476038317525707,-0.7476038317525707,0.7476038317525707
76,DOWN,2024,4399,2024-11-04 08:00:00,EARLY,2024-11-04 08:00:00,2741.74,2024-11-05 16:30:07,2,1,0.5,10.739999999999782,0.8634398113641422,0.4317199056820711,0.8634398113641422,0.8660619231654154,-0.5289912677807076,0.8660619231654154
76,DOWN,2024,4406,2024-11-05 12:00:00,EXACT,2024-11-05 12:00:00,2740.07,2024-11-05 16:30:07,2,1,0.5,9.070000000000164,0.7291805483308259,0.36459027416541295,0.7291805483308259,0.7354377002037934,-0.26109254626861733,0.7354377002037934
77,DOWN,2024,4418,2024-11-07 12:00:00,EARLY,2024-11-07 12:00:00,2661.75,2024-11-13 15:30:25,3,0,0.0,0.0,0.0,0.0,0.0,0.0,12.71636262017499,0.0
77,DOWN,2024,4426,2024-11-08 20:00:00,EARLY,2024-11-08 20:00:00,2688.12,2024-11-13 15:30:25,3,0,0.0,0.0,0.0,0.0,0.0,0.0,6.497046644209434,0.0
77,DOWN,2024,4440,2024-11-13 04:00:00,EXACT,2024-11-13 04:00:00,2608.27,2024-11-13 15:30:25,6,1,0.16666666666666666,6.7199999999998,0.5052801394864171,0.08421335658106953,0.5052801394864171,0.500223896565345,28.424180789208766,0.500223896565345
78,DOWN,2024,4450,2024-11-14 20:00:00,EXACT,2024-11-14 20:00:00,2573.15,2024-11-18 03:00:08,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0477132139032523,0.0
78,DOWN,2024,4455,2024-11-15 16:00:00,LATE,2024-11-15 16:00:00,2565.45,2024-11-18 03:00:08,2,0,0.0,0.0,0.0,0.0,0.0,0.0,3.1802264694189195,0.0
79,UP,2024,4472,2024-11-20 12:00:00,NO_ORACLE,2024-11-20 12:00:00,2621.85,2024-11-25 05:26:29,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9931891276914628,0.0
80,DOWN,2024,4497,2024-11-26 16:00:00,EXACT,2024-11-26 16:00:00,2630.05,2024-11-27 07:31:02,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9086397701664013,0.0
80,DOWN,2024,4499,2024-11-27 01:00:05,LATE,2024-11-27 01:00:05,2633.33,2024-11-27 07:31:02,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6776369013713524,0.0
81,UP,2024,4517,2024-12-02 01:00:05,EXACT,2024-12-02 01:00:05,2652.19,2024-12-02 02:43:36,2,1,0.5,6.389999999999873,0.4513187980240368,0.2256593990120184,0.4513187980240368,0.45229786381809756,-0.281005089101376,0.45229786381809756
82,UP,2024,4529,2024-12-04 01:00:05,EXACT,2024-12-04 01:00:05,2643.12,2024-12-04 15:03:26,1,1,1.0,8.75,0.6183062099052096,0.6183062099052096,0.6183062099052096,0.6176255587855195,-0.6176255587855195,0.6176255587855195
82,UP,2024,4532,2024-12-04 12:00:00,LATE,2024-12-04 12:00:00,2640.86,2024-12-04 15:03:26,1,1,1.0,11.009999999999764,0.7780058709778527,0.7780058709778527,0.7780058709778527,0.7809784103383799,-0.7809784103383799,0.7809784103383799
83,UP,2024,4536,2024-12-05 04:00:00,EXACT,2024-12-05 04:00:00,2647.03,2024-12-05 17:41:33,1,1,1.0,8.649999999999636,0.6129266240602949,0.6129266240602949,0.6129266240602949,0.6168843766556773,-0.6168843766556773,0.6168843766556773
83,UP,2024,4538,2024-12-05 12:00:00,LATE,2024-12-05 12:00:00,2644.73,2024-12-05 17:41:33,1,1,1.0,10.949999999999818,0.7759013333480231,0.7759013333480231,0.7759013333480231,0.7824448863311196,-0.7824448863311196,0.7824448863311196
84,DOWN,2024,4544,2024-12-06 12:00:00,EXACT,2024-12-06 12:00:00,2640.92,2024-12-09 01:00:37,1,1,1.0,20.539999999999964,1.4655446357044621,1.4655446357044621,1.4655446357044621,1.4566662850723506,-1.4566662850723506,1.4566662850723506
85,UP,2024,4561,2024-12-11 08:00:00,EARLY,2024-12-11 08:00:00,2687.97,2024-12-13 10:57:40,4,0,0.0,0.0,0.0,0.0,0.0,0.0,6.791456929325596,0.0
