year,combo,q_prior,signals,delta,recovery,EXACT,EARLY,LATE,FALSE
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+DELIVERY+OLD_BEST3,0.5,22,1609.570000000005,0.27130114381453607,8,5,6,3
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+POSITION_DAMAGE+PHA_NHA,0.95,5,-90.80999999999626,-0.01734521387846246,2,2,1,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+POSITION_DAMAGE+PHA_NHA,0.6,21,893.23,0.1505584228641546,6,4,9,2
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+POSITION_DAMAGE+OLD_BEST3,0.9,9,362.75000000000307,0.06928726279498479,3,3,3,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+POSITION_DAMAGE+OLD_BEST3,0.6,19,952.9600000000032,0.1606262157032626,6,4,7,2
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+PHA_NHA+OLD_BEST3,0.95,5,350.19000000000403,0.06688823310317243,1,1,3,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+PHA_NHA+OLD_BEST3,0.5,25,630.8900000000044,0.10633969235333246,5,5,12,3
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY,0.95,12,1700.7999999999959,0.32486223724799135,10,0,2,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY,0.8,8,781.8000000000075,0.13177633419746,5,2,0,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.975,7,350.219999999997,0.06689396326963243,6,1,0,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.8,8,128.89000000000755,0.02172505975276471,4,3,0,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE+PHA_NHA,0.9,14,632.3699999999949,0.12078617883849431,8,4,2,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE+PHA_NHA,0.5,18,-276.9799999999937,-0.04668637636993002,6,6,5,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE+OLD_BEST3,0.975,5,571.2799999999995,0.1091176498677286,3,0,2,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE+OLD_BEST3,0.5,18,374.8000000000076,0.06317443087389171,6,6,5,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+DELIVERY+POSITION_DAMAGE,0.95,10,750.7199999999954,0.14339168552846374,7,2,1,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+DELIVERY+POSITION_DAMAGE,0.6,15,153.00000000000927,0.02578892188822257,5,6,3,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+DELIVERY+PHA_NHA,0.6,21,724.4199999999956,0.1383682395973595,10,8,3,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+DELIVERY+PHA_NHA,0.6,19,193.4200000000082,0.03260191680797333,7,5,6,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+DELIVERY+OLD_BEST3,0.7,20,1050.7900000000016,0.20070672053023175,11,6,3,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+DELIVERY+OLD_BEST3,0.5,19,374.8000000000076,0.06317443087389171,6,6,6,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+POSITION_DAMAGE+PHA_NHA,0.6,23,546.0599999999969,0.10430048992923187,8,9,6,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+POSITION_DAMAGE+PHA_NHA,0.5,20,-210.1099999999933,-0.03541510050937218,6,6,7,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+POSITION_DAMAGE+OLD_BEST3,0.975,5,127.55000000000422,0.024362757738113104,4,1,0,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+POSITION_DAMAGE+OLD_BEST3,0.5,20,-427.68999999999244,-0.0720893072050526,6,6,6,2
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+PHA_NHA+OLD_BEST3,0.5,27,575.2899999999967,0.10988358211805992,9,9,8,1
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+PHA_NHA+OLD_BEST3,0.5,18,348.60000000000537,0.05875828869433975,6,5,6,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE,0.9,15,1222.7799999999943,0.23355776485306795,9,4,2,0
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE,0.6,16,183.31000000001006,0.030897825302810804,6,6,3,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+DELIVERY+PHA_NHA,0.5,28,1651.820000000001,0.31550678547211825,14,7,6,1
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+DELIVERY+PHA_NHA,0.6,17,778.5700000000079,0.13123190140204205,6,4,6,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+DELIVERY+OLD_BEST3,0.7,20,1611.2599999999957,0.30775960041639133,12,6,1,1
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+DELIVERY+OLD_BEST3,0.5,20,638.5100000000086,0.10762408179639359,7,6,6,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA,0.7,21,613.9199999999959,0.11726212646477303,10,8,3,0
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA,0.5,20,-586.8399999999946,-0.09891484262015345,5,7,7,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+POSITION_DAMAGE+OLD_BEST3,0.9,14,365.5899999999974,0.0698297185533235,7,4,3,0
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+POSITION_DAMAGE+OLD_BEST3,0.5,17,459.04000000000985,0.07737350786646553,7,6,3,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+PHA_NHA+OLD_BEST3,0.6,26,1497.6899999999953,0.2860671002492614,11,7,7,1
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+PHA_NHA+OLD_BEST3,0.6,17,339.3500000000063,0.057199154527895174,5,5,6,1
2025,SAME_PARTICIPATION_LOSS+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.6,24,34.88999999999578,0.0066641835945326165,6,10,7,1
2026,SAME_PARTICIPATION_LOSS+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.5,23,-19.2599999999931,-0.003246370167104305,6,5,9,3
2025,SAME_PARTICIPATION_LOSS+DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.975,6,-15.389999999997087,-0.0029395753946646593,4,2,0,0
2026,SAME_PARTICIPATION_LOSS+DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.5,22,474.5400000000104,0.07998611106429195,7,6,6,3
2025,SAME_PARTICIPATION_LOSS+DELIVERY+PHA_NHA+OLD_BEST3,0.5,32,522.2000000000011,0.09974309753698367,10,9,12,1
2026,SAME_PARTICIPATION_LOSS+DELIVERY+PHA_NHA+OLD_BEST3,0.5,23,-19.2599999999931,-0.003246370167104305,6,5,9,3
2025,SAME_PARTICIPATION_LOSS+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.975,5,-43.72999999999584,-0.008352672645139548,2,2,1,0
2026,SAME_PARTICIPATION_LOSS+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.5,25,184.91000000000713,0.031167513374843994,6,5,11,3
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY,0.6,23,1481.109999999994,0.28290022825162964,14,5,3,1
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY,0.5,15,443.87000000000717,0.07481652783349571,5,6,3,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.975,6,623.4899999999984,0.11909004956593962,4,1,1,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.5,15,231.37000000000836,0.038998580766522295,7,5,2,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE+PHA_NHA,0.6,23,822.1000000000018,0.15702566159546974,10,7,5,1
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE+PHA_NHA,0.5,14,571.580000000007,0.09634269263313427,5,4,4,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE+OLD_BEST3,0.975,8,779.0399999999961,0.1488009626679648,5,1,2,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE+OLD_BEST3,0.5,14,901.5600000000036,0.15196248638918056,6,4,3,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY+POSITION_DAMAGE,0.9,10,468.83999999999656,0.08955104145775371,5,3,2,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY+POSITION_DAMAGE,0.5,16,277.92000000000706,0.04684481811225206,6,5,4,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY+PHA_NHA,0.5,24,832.6100000000031,0.15903312991242458,9,7,7,1
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY+PHA_NHA,0.5,21,441.1900000000097,0.07436480031283972,6,4,9,2
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY+OLD_BEST3,0.975,5,587.4499999999966,0.11220620959038798,2,1,2,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY+OLD_BEST3,0.5,18,1151.020000000004,0.19401022792013237,6,4,6,2
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+POSITION_DAMAGE+PHA_NHA,0.9,9,459.46000000000095,0.08775940941084358,3,3,3,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+POSITION_DAMAGE+PHA_NHA,0.9,2,826.8000000000037,0.1393613112234067,2,0,0,0
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+POSITION_DAMAGE+OLD_BEST3,0.9,10,527.4500000000025,0.1007458766677177,5,3,2,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+POSITION_DAMAGE+OLD_BEST3,0.5,18,1291.810000000006,0.21774109270864667,8,4,5,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+PHA_NHA+OLD_BEST3,0.975,7,418.7599999999984,0.07998548357829766,1,2,4,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+PHA_NHA+OLD_BEST3,0.5,23,499.42000000000843,0.08417976058441538,6,4,11,2
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE,0.95,7,445.38999999999845,0.08507196134047666,3,2,2,0
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE,0.5,17,1366.1600000000044,0.23027316030596162,7,4,5,1
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY+PHA_NHA,0.9,10,131.74999999999443,0.025164981042698233,3,3,3,1
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY+PHA_NHA,0.5,21,1157.6500000000126,0.19512774786862339,6,4,9,2
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY+OLD_BEST3,0.6,23,1095.5600000000004,0.2092580389460315,10,5,7,1
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY+OLD_BEST3,0.6,16,634.6700000000071,0.1069768304235125,4,4,6,2
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA,0.9,10,556.6000000000013,0.10631368841264865,3,3,3,1
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA,0.9,2,826.8000000000037,0.1393613112234067,2,0,0,0
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+POSITION_DAMAGE+OLD_BEST3,0.95,9,440.49999999999784,0.08413794420727883,3,3,3,0
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+POSITION_DAMAGE+OLD_BEST3,0.5,19,1351.6200000000051,0.22782236995135563,8,4,6,1
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+PHA_NHA+OLD_BEST3,0.5,30,972.1399999999961,0.1856841341240956,8,9,12,1
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+PHA_NHA+OLD_BEST3,0.5,21,1011.7100000000107,0.1705288245982507,6,4,9,2
2025,OPP_PRESSURE_GAIN+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.9,13,20.53999999999833,0.003923253970527525,2,6,4,1
2026,OPP_PRESSURE_GAIN+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.5,24,675.3500000000046,0.11383364965496848,8,4,9,3
2025,OPP_PRESSURE_GAIN+DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.9,12,560.7500000000033,0.10710636143980048,5,3,3,1
2026,OPP_PRESSURE_GAIN+DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.5,22,1489.940000000008,0.2511369037786681,8,4,7,3
2025,OPP_PRESSURE_GAIN+DELIVERY+PHA_NHA+OLD_BEST3,0.9,7,388.5400000000004,0.07421329589624588,0,1,5,1
2026,OPP_PRESSURE_GAIN+DELIVERY+PHA_NHA+OLD_BEST3,0.5,25,1283.8700000000092,0.21640276565118002,5,4,13,3
2025,OPP_PRESSURE_GAIN+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.8,21,802.4899999999974,0.15328004278524243,3,7,10,1
2026,OPP_PRESSURE_GAIN+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.8,12,674.3800000000084,0.1136701512612987,2,3,6,1
2025,CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE,0.8,14,1611.6399999999962,0.3078321825249017,10,3,1,0
2026,CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE,0.5,15,164.26000000000948,0.027686851695159657,6,5,3,1
2025,CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY+PHA_NHA,0.5,27,1752.0399999999959,0.3346493615639527,14,7,5,1
2026,CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY+PHA_NHA,0.5,18,-426.0099999999918,-0.07180613472941713,6,5,6,1
2025,CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY+OLD_BEST3,0.6,21,1346.1300000000008,0.25711829928659446,12,5,3,1
2026,CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY+OLD_BEST3,0.5,16,80.02000000000726,0.013487774702585833,5,5,5,1
2025,CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA,0.8,16,737.3699999999985,0.14084176145316996,8,4,4,0
2026,CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA,0.7,12,432.29000000000804,0.07286466041215207,5,3,3,1
2025,CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE+OLD_BEST3,0.8,16,1314.4999999999982,0.25107679378085906,10,3,3,0
2026,CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE+OLD_BEST3,0.5,14,-816.3899999999917,-0.13760665320473553,6,5,2,1
2025,CYCLE_MIN+RESILIENT_PRESSURE+PHA_NHA+OLD_BEST3,0.5,24,1149.6600000000017,0.21959143913130713,11,6,6,1
2026,CYCLE_MIN+RESILIENT_PRESSURE+PHA_NHA+OLD_BEST3,0.6,17,120.6600000000089,0.020337851732241678,5,5,6,1
2025,CYCLE_MIN+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.7,20,615.819999999999,0.1176250370073249,8,6,5,1
2026,CYCLE_MIN+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.6,15,-758.8699999999913,-0.1279113670151245,5,5,4,1
2025,CYCLE_MIN+DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.975,4,277.52999999999895,0.05300976993381639,4,0,0,0
2026,CYCLE_MIN+DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.7,12,-362.51999999999214,-0.06110457492103057,4,5,2,1
2025,CYCLE_MIN+DELIVERY+PHA_NHA+OLD_BEST3,0.975,4,265.7099999999972,0.050752084348049786,1,1,2,0
2026,CYCLE_MIN+DELIVERY+PHA_NHA+OLD_BEST3,0.5,22,-421.6299999999916,-0.07106786363222488,6,5,9,2
2025,CYCLE_MIN+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.7,22,101.34999999999927,0.019358412361878977,5,8,8,1
2026,CYCLE_MIN+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.8,8,-188.67999999999728,-0.0318029658945717,3,2,2,1
2025,RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.7,18,604.209999999999,0.11540746258678798,7,6,4,1
2026,RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE+PHA_NHA,0.5,21,-95.42999999999033,-0.016085207946357396,7,5,7,2
2025,RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.95,10,529.8599999999968,0.10120620004011058,5,3,2,0
2026,RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.5,18,194.57000000001045,0.032795755109747915,7,5,4,2
2025,RESILIENT_PRESSURE+DELIVERY+PHA_NHA+OLD_BEST3,0.975,5,253.43999999999812,0.04840844626536366,0,2,2,1
2026,RESILIENT_PRESSURE+DELIVERY+PHA_NHA+OLD_BEST3,0.5,22,443.38000000001057,0.07473393586143598,6,4,10,2
2025,RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.975,4,8.149999999997988,0.001556695221995815,2,2,0,0
2026,RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.5,22,396.34000000000924,0.06680510654364545,6,4,10,2
2025,DELIVERY+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.6,29,349.49000000000024,0.06675452921907388,5,8,15,1
2026,DELIVERY+POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.5,23,-12.739999999993458,-0.002147391273567104,6,5,10,2
