signal_id,decision_time,direction,W,run_seq,final_run_len,entry_price,stop_prev_std_ha_extreme,stop_distance,valid_stop,exit_time,exit_reason,child_pnl_price,child_R,weighted_fixedlot_pnl,weighted_R_Wprop,chop12,campaign_start
22,2025-01-20 01:00:05,SHORT,1.0,1,2,2701.71,2717.34,15.63000000000011,True,2025-01-20 08:00:00,NHA,-5.809999999999945,-0.37172104926422933,-5.809999999999945,-0.37172104926422933,False,2025-01-17 20:00:00
23,2025-01-20 04:00:00,SHORT,1.0,2,2,2693.64,2713.25,19.610000000000127,True,2025-01-20 08:00:00,NHA,-13.88000000000011,-0.7078021417644069,-13.88000000000011,-0.7078021417644069,False,2025-01-17 20:00:00
24,2025-01-20 08:00:00,LONG,3.0,1,15,2707.41,2689.31,18.09999999999991,True,2025-01-22 20:00:00,NHA,49.059999999999945,2.7104972375690712,147.17999999999984,8.131491712707213,False,2025-01-20 04:00:00
25,2025-01-20 12:00:00,LONG,1.0,2,15,2706.43,2693.43,13.0,True,2025-01-22 20:00:00,NHA,50.039999999999964,3.8492307692307666,50.039999999999964,3.8492307692307666,False,2025-01-20 04:00:00
26,2025-01-20 16:00:00,LONG,1.0,3,15,2705.43,2701.4391753090886,3.9908246909112677,True,2025-01-22 20:00:00,NHA,51.039999999999964,12.789336528923162,51.039999999999964,12.789336528923162,False,2025-01-20 04:00:00
27,2025-01-22 20:00:00,SHORT,3.0,1,1,2756.47,2763.36,6.890000000000327,True,2025-01-23 01:00:00,NHA,-0.3400000000001455,-0.04934687953557756,-1.0200000000004366,-0.14804063860673267,False,2025-01-22 16:00:00
28,2025-01-23 04:00:00,SHORT,1.0,1,4,2752.6,2759.3,6.700000000000273,True,2025-01-23 20:00:00,NHA,-5.210000000000036,-0.7776119402984812,-5.210000000000036,-0.7776119402984812,False,2025-01-23 00:00:00
29,2025-01-23 20:00:00,LONG,3.0,1,6,2757.75,2735.79,21.960000000000036,True,2025-01-24 20:00:00,NHA,15.590000000000146,0.7099271402550146,46.77000000000044,2.1297814207650436,False,2025-01-23 16:00:00
30,2025-01-24 01:00:05,LONG,1.0,2,6,2755.05,2740.31,14.740000000000236,True,2025-01-24 20:00:00,NHA,18.289999999999964,1.2408412483039124,18.289999999999964,1.2408412483039124,False,2025-01-23 16:00:00
31,2025-01-24 04:00:00,LONG,1.0,3,6,2762.51,2748.676684953773,13.833315046227199,True,2025-01-24 20:00:00,NHA,10.829999999999927,0.7828926012173507,10.829999999999927,0.7828926012173507,False,2025-01-23 16:00:00
32,2025-01-24 20:00:01,SHORT,3.0,1,5,2773.09,2784.63,11.539999999999964,True,2025-01-27 16:00:00,NHA,15.680000000000291,1.358752166377846,47.04000000000087,4.076256499133538,False,2025-01-24 16:00:00
33,2025-01-27 01:00:05,SHORT,1.0,2,5,2769.67,2785.92,16.25,True,2025-01-27 16:00:00,NHA,12.260000000000218,0.7544615384615518,12.260000000000218,0.7544615384615518,False,2025-01-24 16:00:00
34,2025-01-27 16:00:00,LONG,1.0,1,1,2757.24,2747.27,9.9699999999998,True,2025-01-27 16:31:00,SL,-9.9699999999998,-1.0,-9.9699999999998,-1.0,False,2025-01-27 12:00:00
35,2025-01-27 20:00:00,SHORT,3.0,1,2,2733.6,2771.94,38.340000000000146,True,2025-01-28 04:00:00,NHA,-7.980000000000018,-0.20813771517996837,-23.940000000000055,-0.6244131455399051,False,2025-01-27 16:00:00
36,2025-01-28 04:00:00,LONG,3.0,1,7,2741.38,2732.98,8.400000000000091,True,2025-01-29 08:00:00,NHA,19.40000000000009,2.3095238095237955,58.20000000000027,6.928571428571386,False,2025-01-28 00:00:00
37,2025-01-28 08:00:00,LONG,3.0,2,7,2741.67,2738.98,2.6900000000000546,True,2025-01-28 09:53:00,SL,-2.6900000000000546,-1.0,-8.070000000000164,-3.0,False,2025-01-28 00:00:00
38,2025-01-28 12:00:00,LONG,3.0,3,7,2743.6,2737.84,5.7599999999997635,True,2025-01-29 08:00:00,NHA,17.18000000000029,2.982638888889062,51.54000000000087,8.947916666667187,False,2025-01-28 00:00:00
39,2025-01-28 16:00:00,LONG,1.0,4,7,2749.09,2734.83,14.260000000000218,True,2025-01-29 08:00:00,NHA,11.690000000000055,0.8197755960729226,11.690000000000055,0.8197755960729226,False,2025-01-28 00:00:00
40,2025-01-28 20:00:00,LONG,1.0,5,7,2759.98,2740.96,19.019999999999982,True,2025-01-29 08:00:00,NHA,0.8000000000001819,0.042060988433237786,0.8000000000001819,0.042060988433237786,False,2025-01-28 00:00:00
41,2025-01-29 08:00:01,SHORT,3.0,1,5,2760.8,2766.25,5.449999999999818,True,2025-01-30 04:00:00,NHA,0.47000000000025466,0.08623853211014135,1.410000000000764,0.25871559633042407,False,2025-01-29 04:00:00
42,2025-01-29 12:00:00,SHORT,1.0,2,5,2762.75,2765.65,2.900000000000091,True,2025-01-30 04:00:00,NHA,2.4200000000000728,0.8344827586206885,2.4200000000000728,0.8344827586206885,False,2025-01-29 04:00:00
43,2025-01-30 04:00:00,LONG,3.0,1,8,2760.22,2744.66,15.559999999999945,True,2025-01-31 12:00:00,NHA,33.48000000000002,2.151670951156821,100.44000000000005,6.455012853470463,False,2025-01-30 00:00:00
44,2025-01-30 08:00:00,LONG,1.0,2,8,2760.73,2756.0202926710003,4.709707328999684,True,2025-01-31 12:00:00,NHA,32.9699999999998,7.0004349945461355,32.9699999999998,7.0004349945461355,False,2025-01-30 00:00:00
45,2025-01-30 12:00:00,LONG,3.0,3,8,2774.38,2757.8651463355,16.51485366450015,True,2025-01-31 12:00:00,NHA,19.31999999999971,1.1698559607300316,57.95999999999913,3.509567882190095,False,2025-01-30 00:00:00
46,2025-01-30 16:00:00,LONG,1.0,4,8,2786.06,2759.29132316775,26.768676832250094,True,2025-01-31 12:00:00,NHA,7.639999999999873,0.28540820481628854,7.639999999999873,0.28540820481628854,False,2025-01-30 00:00:00
47,2025-01-31 12:00:00,SHORT,3.0,1,1,2793.71,2798.25,4.539999999999964,True,2025-01-31 13:49:00,SL,-4.539999999999964,-1.0,-13.61999999999989,-3.0,False,2025-01-31 08:00:00
48,2025-02-03 01:00:28,SHORT,1.0,1,3,2803.67,2817.17,13.5,True,2025-02-03 12:00:00,NHA,7.210000000000036,0.5340740740740768,7.210000000000036,0.5340740740740768,False,2025-01-31 20:00:00
49,2025-02-03 04:00:00,SHORT,1.0,2,3,2782.23,2808.93,26.699999999999818,True,2025-02-03 12:00:00,NHA,-14.230000000000018,-0.5329588014981317,-14.230000000000018,-0.5329588014981317,False,2025-01-31 20:00:00
50,2025-02-03 12:00:00,LONG,3.0,1,6,2796.53,2772.09,24.440000000000055,True,2025-02-04 12:00:00,NHA,23.84999999999991,0.9758592471358369,71.54999999999973,2.927577741407511,False,2025-02-03 08:00:00
51,2025-02-03 16:00:00,LONG,3.0,2,6,2811.14,2782.94,28.199999999999818,True,2025-02-04 12:00:00,NHA,9.240000000000236,0.3276595744680956,27.72000000000071,0.9829787234042868,False,2025-02-03 08:00:00
52,2025-02-04 16:00:00,LONG,3.0,1,8,2831.72,2807.19,24.529999999999745,True,2025-02-06 01:00:00,NHA,33.850000000000364,1.379942927028158,101.55000000000109,4.139828781084474,False,2025-02-04 12:00:00
53,2025-02-04 20:00:00,LONG,3.0,2,8,2844.16,2812.78,31.379999999999654,True,2025-02-06 01:00:00,NHA,21.41000000000031,0.682281708094345,64.23000000000093,2.046845124283035,False,2025-02-04 12:00:00
54,2025-02-06 01:00:07,SHORT,3.0,1,1,2865.57,2882.36,16.789999999999964,True,2025-02-06 04:00:00,NHA,-6.190000000000055,-0.36867182846933105,-18.570000000000164,-1.106015485407993,False,2025-02-05 20:00:00
55,2025-02-06 12:00:00,SHORT,1.0,1,3,2859.17,2873.24,14.069999999999709,True,2025-02-07 01:00:00,NHA,2.650000000000091,0.18834399431415394,2.650000000000091,0.18834399431415394,False,2025-02-06 08:00:00
56,2025-02-07 01:00:05,LONG,3.0,1,4,2856.52,2834.13,22.389999999999873,True,2025-02-07 16:00:00,NHA,6.050000000000182,0.2702099151406975,18.150000000000546,0.8106297454220924,False,2025-02-06 20:00:00
57,2025-02-07 04:00:00,LONG,3.0,2,4,2866.37,2849.8,16.56999999999971,True,2025-02-07 16:00:00,NHA,-3.799999999999727,-0.22933011466504488,-11.399999999999181,-0.6879903439951347,False,2025-02-06 20:00:00
58,2025-02-07 08:00:00,LONG,1.0,3,4,2862.1,2855.2880079282295,6.811992071770419,True,2025-02-07 15:32:00,SL,-6.811992071770419,-1.0,-6.811992071770419,-1.0,False,2025-02-06 20:00:00
59,2025-02-07 12:00:00,LONG,1.0,4,4,2869.13,2858.399003964115,10.730996035885255,True,2025-02-07 15:31:00,SL,-10.730996035885255,-1.0,-10.730996035885255,-1.0,False,2025-02-06 20:00:00
60,2025-02-07 16:00:00,SHORT,1.0,1,1,2862.58,2870.81,8.230000000000018,True,2025-02-07 16:24:00,SL,-8.230000000000018,-1.0,-8.230000000000018,-1.0,False,2025-02-07 12:00:00
61,2025-02-10 01:00:05,SHORT,1.0,1,1,2857.59,2886.74,29.149999999999636,True,2025-02-10 04:00:00,NHA,-14.400000000000091,-0.49399656946827686,-14.400000000000091,-0.49399656946827686,False,2025-02-07 20:00:00
62,2025-02-10 04:00:00,LONG,3.0,1,8,2872.04,2859.05,12.989999999999782,True,2025-02-11 12:00:00,NHA,31.079999999999927,2.3926096997690878,93.23999999999978,7.177829099307264,False,2025-02-10 00:00:00
63,2025-02-10 08:00:00,LONG,3.0,2,8,2879.47,2853.84,25.629999999999654,True,2025-02-11 12:00:00,NHA,23.65000000000009,0.9227467811158958,70.95000000000027,2.7682403433476876,False,2025-02-10 00:00:00
64,2025-02-10 12:00:00,LONG,1.0,3,8,2903.06,2863.939632874439,39.12036712556073,True,2025-02-11 12:00:00,NHA,0.05999999999994543,0.0015337279378634006,0.05999999999994543,0.0015337279378634006,False,2025-02-10 00:00:00
65,2025-02-11 12:00:01,SHORT,1.0,1,8,2902.98,2942.55,39.570000000000164,True,2025-02-12 20:00:00,NHA,0.009999999999763531,0.00025271670456819534,0.009999999999763531,0.00025271670456819534,False,2025-02-11 08:00:00
66,2025-02-12 20:00:00,LONG,3.0,1,5,2903.0,2863.72,39.2800000000002,True,2025-02-13 16:00:00,NHA,5.4699999999998,0.13925661914459705,16.4099999999994,0.41776985743379114,False,2025-02-12 16:00:00
67,2025-02-13 01:00:05,LONG,1.0,2,5,2905.36,2881.92,23.440000000000055,True,2025-02-13 16:00:00,NHA,3.1099999999996726,0.13267918088735772,3.1099999999996726,0.13267918088735772,False,2025-02-12 16:00:00
68,2025-02-13 16:00:00,SHORT,3.0,1,1,2908.34,2920.38,12.039999999999964,True,2025-02-13 17:51:00,SL,-12.039999999999964,-1.0,-36.11999999999989,-3.0,False,2025-02-13 12:00:00
69,2025-02-14 16:00:00,SHORT,1.0,1,3,2920.49,2938.71,18.220000000000255,True,2025-02-17 04:00:00,NHA,24.820000000000164,1.3622392974752917,24.820000000000164,1.3622392974752917,False,2025-02-14 12:00:00
70,2025-02-14 20:00:00,SHORT,1.0,2,3,2887.05,2939.94,52.88999999999987,True,2025-02-17 04:00:00,NHA,-8.619999999999436,-0.16297976933256678,-8.619999999999436,-0.16297976933256678,False,2025-02-14 12:00:00
71,2025-02-17 04:00:00,LONG,3.0,1,4,2895.68,2876.94,18.73999999999978,True,2025-02-17 20:00:00,NHA,2.730000000000018,0.14567769477054696,8.190000000000055,0.4370330843116409,False,2025-02-17 00:00:00
72,2025-02-17 08:00:00,LONG,1.0,2,4,2896.45,2878.1,18.34999999999991,True,2025-02-17 20:00:00,NHA,1.9600000000000364,0.10681198910081995,1.9600000000000364,0.10681198910081995,False,2025-02-17 00:00:00
73,2025-02-17 12:00:00,LONG,1.0,3,4,2902.67,2893.92,8.75,True,2025-02-17 20:00:00,NHA,-4.260000000000218,-0.4868571428571678,-4.260000000000218,-0.4868571428571678,False,2025-02-17 00:00:00
74,2025-02-17 20:00:01,SHORT,1.0,1,3,2898.25,2903.88,5.630000000000109,True,2025-02-18 04:40:00,SL,-5.630000000000109,-1.0,-5.630000000000109,-1.0,False,2025-02-17 16:00:00
75,2025-02-18 08:00:00,LONG,3.0,1,6,2910.92,2892.02,18.90000000000009,True,2025-02-19 08:00:00,NHA,21.90000000000009,1.158730158730158,65.70000000000027,3.4761904761904736,True,2025-02-18 04:00:00
76,2025-02-18 12:00:00,LONG,1.0,2,6,2912.77,2895.27,17.5,True,2025-02-19 08:00:00,NHA,20.050000000000182,1.1457142857142961,20.050000000000182,1.1457142857142961,True,2025-02-18 04:00:00
77,2025-02-18 16:00:00,LONG,1.0,3,6,2918.97,2900.915869697222,18.054130302777594,True,2025-02-19 08:00:00,NHA,13.850000000000364,0.7671374786671151,13.850000000000364,0.7671374786671151,True,2025-02-18 04:00:00
78,2025-02-19 08:00:01,SHORT,3.0,1,1,2932.61,2939.56,6.949999999999818,True,2025-02-19 10:36:00,SL,-6.949999999999818,-1.0,-20.849999999999454,-3.0,False,2025-02-19 04:00:00
79,2025-02-19 20:00:00,SHORT,3.0,1,2,2923.78,2946.94,23.159999999999854,True,2025-02-20 04:00:00,NHA,-13.379999999999654,-0.5777202072538747,-40.13999999999896,-1.7331606217616242,True,2025-02-19 16:00:00
80,2025-02-20 04:00:00,LONG,3.0,1,3,2937.27,2918.52,18.75,True,2025-02-20 16:00:00,NHA,-3.2899999999999636,-0.17546666666666472,-9.86999999999989,-0.5263999999999942,False,2025-02-20 00:00:00
81,2025-02-20 08:00:00,LONG,3.0,2,3,2947.01,2931.1756478219704,15.834352178029803,True,2025-02-20 16:00:00,NHA,-13.0300000000002,-0.8228944167402915,-39.0900000000006,-2.4686832502208746,False,2025-02-20 00:00:00
82,2025-02-20 12:00:00,LONG,1.0,3,3,2951.77,2933.730323910985,18.039676089014847,True,2025-02-20 16:00:00,SL_SAME_EXIT_MIN,-18.039676089014847,-1.0,-18.039676089014847,-1.0,False,2025-02-20 00:00:00
83,2025-02-20 16:00:00,SHORT,3.0,1,2,2933.47,2954.85,21.38000000000011,True,2025-02-21 01:00:00,NHA,-5.3400000000006,-0.24976613657626628,-16.0200000000018,-0.7492984097287989,True,2025-02-20 12:00:00
84,2025-02-21 01:00:05,LONG,3.0,1,1,2939.14,2924.07,15.069999999999709,True,2025-02-21 04:00:00,NHA,-10.730000000000018,-0.7120106171201211,-32.190000000000055,-2.1360318513603636,True,2025-02-20 20:00:00
85,2025-02-21 16:00:00,LONG,3.0,1,3,2930.91,2916.77,14.139999999999873,True,2025-02-24 04:00:00,NHA,-3.0399999999999636,-0.21499292786421437,-9.11999999999989,-0.644978783592643,True,2025-02-21 12:00:00
86,2025-02-21 20:00:00,LONG,3.0,2,3,2939.99,2926.96,13.029999999999745,True,2025-02-24 03:00:00,SL,-13.029999999999745,-1.0,-39.089999999999236,-3.0,True,2025-02-21 12:00:00
87,2025-02-24 01:00:05,LONG,1.0,3,3,2935.85,2921.56,14.289999999999964,True,2025-02-24 03:24:00,SL,-14.289999999999964,-1.0,-14.289999999999964,-1.0,True,2025-02-21 12:00:00
88,2025-02-24 04:00:00,SHORT,1.0,1,1,2927.69,2942.84,15.150000000000091,True,2025-02-24 05:01:00,SL,-15.150000000000091,-1.0,-15.150000000000091,-1.0,True,2025-02-24 00:00:00
89,2025-02-24 08:00:00,LONG,3.0,1,3,2936.36,2921.1,15.260000000000218,True,2025-02-24 20:00:00,NHA,6.980000000000018,0.45740498034075483,20.940000000000055,1.3722149410222646,True,2025-02-24 04:00:00
90,2025-02-24 12:00:02,LONG,1.0,2,3,2944.48,2925.06,19.420000000000073,True,2025-02-24 20:00:00,NHA,-1.1399999999998727,-0.05870236869206325,-1.1399999999998727,-0.05870236869206325,True,2025-02-24 04:00:00
91,2025-02-24 16:00:00,LONG,1.0,3,3,2954.55,2933.2230249418835,21.32697505811666,True,2025-02-24 17:03:00,SL,-21.32697505811666,-1.0,-21.32697505811666,-1.0,False,2025-02-24 04:00:00
92,2025-02-24 20:00:00,SHORT,3.0,1,1,2943.0,2954.53,11.5300000000002,True,2025-02-25 01:00:00,NHA,-9.829999999999927,-0.8525585429314619,-29.48999999999978,-2.557675628794386,True,2025-02-24 16:00:00
93,2025-02-25 01:00:05,LONG,1.0,1,2,2953.49,2930.78,22.70999999999958,True,2025-02-25 08:00:00,NHA,-15.669999999999618,-0.6900044033465392,-15.669999999999618,-0.6900044033465392,True,2025-02-24 20:00:00
94,2025-02-25 08:00:00,SHORT,1.0,1,5,2937.79,2953.62,15.829999999999927,True,2025-02-26 04:00:00,NHA,20.0300000000002,1.265319014529393,20.0300000000002,1.265319014529393,True,2025-02-25 04:00:00
95,2025-02-26 04:00:00,LONG,3.0,1,1,2918.09,2905.41,12.680000000000291,True,2025-02-26 08:00:00,NHA,-2.7400000000002365,-0.21608832807572348,-8.22000000000071,-0.6482649842271704,True,2025-02-26 00:00:00
96,2025-02-27 01:00:05,LONG,3.0,1,2,2917.53,2890.81,26.720000000000255,True,2025-02-27 07:36:00,SL,-26.720000000000255,-1.0,-80.16000000000076,-3.0,False,2025-02-26 20:00:00
97,2025-02-27 04:00:00,LONG,1.0,2,2,2912.77,2909.9151188819865,2.854881118013509,True,2025-02-27 04:48:00,SL,-2.854881118013509,-1.0,-2.854881118013509,-1.0,False,2025-02-26 20:00:00
98,2025-02-27 08:00:00,SHORT,3.0,1,10,2890.95,2920.74,29.789999999999964,True,2025-03-03 01:00:00,NHA,35.340000000000146,1.1863041289023226,106.02000000000044,3.558912386706968,False,2025-02-27 04:00:00
99,2025-03-03 01:00:05,LONG,3.0,1,11,2856.4,2832.64,23.76000000000022,True,2025-03-04 20:00:00,NHA,55.19999999999982,2.3232323232322942,165.59999999999945,6.969696969696883,False,2025-02-28 20:00:00
100,2025-03-03 04:00:00,LONG,1.0,2,11,2871.01,2837.94,33.070000000000164,True,2025-03-04 20:00:00,NHA,40.58999999999969,1.227396431811294,40.58999999999969,1.227396431811294,False,2025-02-28 20:00:00
101,2025-03-04 20:00:01,SHORT,1.0,1,1,2911.58,2927.8,16.220000000000255,True,2025-03-05 01:00:00,NHA,-5.960000000000036,-0.36744759556103224,-5.960000000000036,-0.36744759556103224,False,2025-03-04 16:00:00
102,2025-03-05 04:00:00,SHORT,1.0,1,1,2907.19,2920.53,13.340000000000146,True,2025-03-05 08:00:00,NHA,-11.61999999999989,-0.8710644677660992,-11.61999999999989,-0.8710644677660992,False,2025-03-05 00:00:00
103,2025-03-05 08:00:00,LONG,3.0,1,2,2918.85,2903.38,15.4699999999998,True,2025-03-05 15:43:00,SL,-15.4699999999998,-1.0,-46.4099999999994,-3.0,False,2025-03-05 04:00:00
104,2025-03-05 12:00:00,LONG,1.0,2,2,2919.03,2901.98,17.050000000000182,True,2025-03-05 15:44:00,SL,-17.050000000000182,-1.0,-17.050000000000182,-1.0,False,2025-03-05 04:00:00
105,2025-03-05 16:00:00,SHORT,1.0,1,1,2899.9,2922.58,22.679999999999836,True,2025-03-05 17:32:00,SL,-22.679999999999836,-1.0,-22.679999999999836,-1.0,True,2025-03-05 12:00:00
106,2025-03-05 20:00:00,LONG,3.0,1,4,2916.26,2894.3,21.960000000000036,True,2025-03-06 11:54:00,SL,-21.960000000000036,-1.0,-65.88000000000011,-3.0,True,2025-03-05 16:00:00
107,2025-03-06 01:00:05,LONG,3.0,2,4,2920.38,2897.72,22.66000000000031,True,2025-03-06 11:36:00,SL,-22.66000000000031,-1.0,-67.98000000000093,-3.0,True,2025-03-05 16:00:00
108,2025-03-06 04:00:00,LONG,1.0,3,4,2924.77,2911.229490590268,13.54050940973184,True,2025-03-06 09:57:00,SL,-13.54050940973184,-1.0,-13.54050940973184,-1.0,False,2025-03-05 16:00:00
109,2025-03-06 12:00:00,SHORT,3.0,1,2,2894.17,2926.54,32.36999999999989,True,2025-03-06 20:00:00,NHA,-21.610000000000127,-0.6675934507259871,-64.83000000000038,-2.002780352177961,True,2025-03-06 08:00:00
110,2025-03-06 20:00:00,LONG,3.0,1,2,2915.77,2891.96,23.809999999999945,True,2025-03-07 04:00:00,NHA,-8.9699999999998,-0.37673246535068544,-26.9099999999994,-1.1301973960520564,True,2025-03-06 16:00:00
111,2025-03-07 01:00:05,LONG,1.0,2,2,2911.58,2903.42,8.159999999999854,True,2025-03-07 02:09:00,SL,-8.159999999999854,-1.0,-8.159999999999854,-1.0,True,2025-03-06 16:00:00
112,2025-03-07 04:00:00,SHORT,1.0,1,2,2906.79,2920.62,13.829999999999927,True,2025-03-07 10:31:00,SL,-13.829999999999927,-1.0,-13.829999999999927,-1.0,True,2025-03-07 00:00:00
113,2025-03-07 12:00:00,LONG,3.0,1,2,2921.71,2901.26,20.449999999999818,True,2025-03-07 20:00:00,NHA,-13.599999999999909,-0.6650366748166274,-40.79999999999973,-1.9951100244498823,True,2025-03-07 08:00:00
114,2025-03-07 16:00:00,LONG,1.0,2,2,2913.86,2907.78,6.079999999999927,True,2025-03-07 16:01:00,SL,-6.079999999999927,-1.0,-6.079999999999927,-1.0,True,2025-03-07 08:00:00
115,2025-03-07 20:00:00,SHORT,1.0,1,2,2907.74,2926.34,18.600000000000364,True,2025-03-10 04:00:00,NHA,-4.520000000000437,-0.24301075268819075,-4.520000000000437,-0.24301075268819075,True,2025-03-07 16:00:00
116,2025-03-10 04:00:00,LONG,3.0,1,1,2911.9,2902.02,9.88000000000011,True,2025-03-10 08:00:00,NHA,-2.0399999999999636,-0.2064777327935163,-6.119999999999891,-0.6194331983805489,True,2025-03-10 00:00:00
117,2025-03-10 08:00:00,SHORT,1.0,1,6,2909.94,2918.28,8.340000000000146,True,2025-03-11 08:00:00,NHA,13.950000000000273,1.6726618705036007,13.950000000000273,1.6726618705036007,True,2025-03-10 04:00:00
118,2025-03-11 08:00:00,LONG,3.0,1,5,2896.53,2879.78,16.75,True,2025-03-12 04:00:00,NHA,18.169999999999618,1.0847761194029624,54.509999999998854,3.254328358208887,True,2025-03-11 04:00:00
119,2025-03-11 12:00:00,LONG,3.0,2,5,2911.93,2889.86,22.06999999999971,True,2025-03-12 04:00:00,NHA,2.769999999999982,0.1255097417308572,8.309999999999945,0.3765292251925716,True,2025-03-11 04:00:00
120,2025-03-12 04:00:00,SHORT,3.0,1,1,2914.62,2921.31,6.690000000000055,True,2025-03-12 08:00:00,NHA,-1.6300000000001091,-0.24364723467863914,-4.890000000000327,-0.7309417040359174,True,2025-03-12 00:00:00
