signal_id,decision_time,entry_status,entry_detail,direction,units,requested_or_event_price,structural_sl,filled,market_closed_entry_reject,sl_already_touched_reject,entry_time_actual,entry_price_actual,entry_ticket,entry_deal,intended_fast_nha_time,intended_fast_nha_old_direction,intended_exit_reject_count_at_time,exit_time_actual,exit_price_actual,exit_deal,exit_order,actual_pnl,actual_swap,exit_comment,exit_reason_actual,actual_holding_hours,exit_reject_affected,actual_exit_after_intended_flip,unintended_hold_hours
20,2025.01.17 12:00:00,ENTRY_FILL,signal=20 units=1 effective_ts=2025.01.17 12:00:00 fill=2704.68000,SHORT,1,2704.68,2717.29,True,False,False,2025.01.17 12:00:00,2704.68,35,35,2025.01.17 20:00:00,SHORT,0,2025.01.17 18:51:13,2717.32,36,36,-12.64,0.0,sl 2717.29,STRUCTURAL_SL,6.853611111111111,False,False,0.0
21,2025.01.17 20:00:00,ENTRY_FILL,signal=21 units=3 effective_ts=2025.01.17 20:00:00 fill=2712.70000,LONG,3,2712.7,2702.69,True,False,False,2025.01.17 20:00:00,2712.7,38,38,2025.01.20 01:00:05,LONG,0,2025.01.17 22:00:41,2702.67,39,39,-30.09,0.0,sl 2702.69,STRUCTURAL_SL,2.011388888888889,False,False,0.0
22,2025.01.20 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,2701.71,2717.34,False,True,False,,,,,,,0,,,,,,,,,,False,False,
23,2025.01.20 04:00:00,ENTRY_FILL,signal=23 units=1 effective_ts=2025.01.20 04:00:00 fill=2693.64000,SHORT,1,2693.64,2717.34,True,False,False,2025.01.20 04:00:00,2693.64,40,40,2025.01.20 08:00:00,SHORT,0,2025.01.20 08:00:00,2707.53,41,41,-13.89,0.0,,FAST_NHA_OR_MANUAL,4.0,False,False,0.0
24,2025.01.20 08:00:00,ENTRY_FILL,signal=24 units=3 effective_ts=2025.01.20 08:00:00 fill=2707.41000,LONG,3,2707.41,2689.31,True,False,False,2025.01.20 08:00:00,2707.41,42,42,2025.01.22 20:00:00,LONG,0,2025.01.22 20:00:00,2756.47,47,47,147.18,0.0,,FAST_NHA_OR_MANUAL,60.0,False,False,0.0
25,2025.01.20 12:00:00,ENTRY_FILL,signal=25 units=1 effective_ts=2025.01.20 12:00:00 fill=2706.43000,LONG,1,2706.43,2702.77,True,False,False,2025.01.20 12:00:00,2706.43,43,43,2025.01.22 20:00:00,LONG,0,2025.01.20 15:36:12,2702.71,44,44,-3.72,0.0,sl 2702.77,STRUCTURAL_SL,3.6033333333333335,False,False,0.0
26,2025.01.20 16:00:00,ENTRY_FILL,signal=26 units=1 effective_ts=2025.01.20 16:00:00 fill=2705.43000,LONG,1,2705.43,2689.31,True,False,False,2025.01.20 16:00:00,2705.43,45,45,2025.01.22 20:00:00,LONG,0,2025.01.22 20:00:00,2756.47,46,46,51.04,0.0,,FAST_NHA_OR_MANUAL,52.0,False,False,0.0
27,2025.01.22 20:00:00,ENTRY_FILL,signal=27 units=3 effective_ts=2025.01.22 20:00:00 fill=2756.47000,SHORT,3,2756.47,2761.68,True,False,False,2025.01.22 20:00:00,2756.47,48,48,2025.01.23 01:00:06,SHORT,1,2025.01.23 20:00:00,2757.76,51,51,-3.87,0.0,,FAST_NHA_OR_MANUAL,24.0,True,True,18.998333333333335
28,2025.01.23 04:00:00,ENTRY_FILL,signal=28 units=1 effective_ts=2025.01.23 04:00:00 fill=2752.60000,SHORT,1,2752.6,2761.68,True,False,False,2025.01.23 04:00:00,2752.6,49,49,2025.01.23 20:00:00,SHORT,0,2025.01.23 20:00:00,2757.82,50,50,-5.22,0.0,,FAST_NHA_OR_MANUAL,16.0,False,False,0.0
29,2025.01.23 20:00:00,ENTRY_FILL,signal=29 units=3 effective_ts=2025.01.23 20:00:00 fill=2757.75000,LONG,3,2757.75,2735.79,True,False,False,2025.01.23 20:00:00,2757.75,52,52,2025.01.24 20:00:00,LONG,0,2025.01.24 20:00:00,2773.34,55,55,46.77,0.0,,FAST_NHA_OR_MANUAL,24.0,False,False,0.0
30,2025.01.24 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,2755.05,2735.79,False,True,False,,,,,,,0,,,,,,,,,,False,False,
31,2025.01.24 04:00:00,ENTRY_FILL,signal=31 units=1 effective_ts=2025.01.24 04:00:00 fill=2762.51000,LONG,1,2762.51,2751.27,True,False,False,2025.01.24 04:00:00,2762.51,53,53,2025.01.24 20:00:00,LONG,0,2025.01.24 20:00:00,2773.34,54,54,10.83,0.0,,FAST_NHA_OR_MANUAL,16.0,False,False,0.0
32,2025.01.24 20:00:01,ENTRY_FILL,signal=32 units=3 effective_ts=2025.01.24 20:00:00 fill=2773.09000,SHORT,3,2773.09,2785.92,True,False,False,2025.01.24 20:00:01,2773.09,56,56,2025.01.27 16:00:00,SHORT,0,2025.01.27 16:00:00,2757.23,57,57,47.58,0.0,,FAST_NHA_OR_MANUAL,67.99972222222222,False,False,0.0
33,2025.01.27 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,2769.67,2785.92,False,True,False,,,,,,,0,,,,,,,,,,False,False,
34,2025.01.27 16:00:00,ENTRY_FILL,signal=34 units=1 effective_ts=2025.01.27 16:00:00 fill=2757.24000,LONG,1,2757.24,2747.27,True,False,False,2025.01.27 16:00:00,2757.24,58,58,2025.01.27 20:00:00,LONG,0,2025.01.27 16:31:04,2746.56,59,59,-10.68,0.0,sl 2747.27,STRUCTURAL_SL,0.5177777777777778,False,False,0.0
35,2025.01.27 20:00:00,ENTRY_FILL,signal=35 units=3 effective_ts=2025.01.27 20:00:00 fill=2733.60000,SHORT,3,2733.6,2771.94,True,False,False,2025.01.27 20:00:00,2733.6,60,60,2025.01.28 04:00:00,SHORT,0,2025.01.28 04:00:00,2741.44,61,61,-23.52,0.0,,FAST_NHA_OR_MANUAL,8.0,False,False,0.0
36,2025.01.28 04:00:00,ENTRY_FILL,signal=36 units=3 effective_ts=2025.01.28 04:00:00 fill=2741.38000,LONG,3,2741.38,2730.39,True,False,False,2025.01.28 04:00:00,2741.38,62,62,2025.01.29 08:00:00,LONG,0,2025.01.29 08:00:01,2760.84,71,71,58.38,0.0,,FAST_NHA_OR_MANUAL,28.00027777777778,False,False,0.0
37,2025.01.28 08:00:00,ENTRY_FILL,signal=37 units=3 effective_ts=2025.01.28 08:00:00 fill=2741.67000,LONG,3,2741.67,2737.84,True,False,False,2025.01.28 08:00:00,2741.67,63,63,2025.01.29 08:00:00,LONG,0,2025.01.28 10:14:20,2737.84,64,64,-11.49,0.0,sl 2737.84,STRUCTURAL_SL,2.238888888888889,False,False,0.0
38,2025.01.28 12:00:00,ENTRY_FILL,signal=38 units=3 effective_ts=2025.01.28 12:00:00 fill=2743.60000,LONG,3,2743.6,2730.39,True,False,False,2025.01.28 12:00:00,2743.6,65,65,2025.01.29 08:00:00,LONG,0,2025.01.29 08:00:00,2760.78,70,70,51.54,0.0,,FAST_NHA_OR_MANUAL,20.0,False,False,0.0
39,2025.01.28 16:00:00,ENTRY_FILL,signal=39 units=1 effective_ts=2025.01.28 16:00:00 fill=2749.09000,LONG,1,2749.09,2734.83,True,False,False,2025.01.28 16:00:00,2749.09,66,66,2025.01.29 08:00:00,LONG,0,2025.01.29 08:00:00,2760.77,69,69,11.68,0.0,,FAST_NHA_OR_MANUAL,16.0,False,False,0.0
40,2025.01.28 20:00:00,ENTRY_FILL,signal=40 units=1 effective_ts=2025.01.28 20:00:00 fill=2759.98000,LONG,1,2759.98,2734.83,True,False,False,2025.01.28 20:00:00,2759.98,67,67,2025.01.29 08:00:00,LONG,0,2025.01.29 08:00:00,2760.77,68,68,0.79,0.0,,FAST_NHA_OR_MANUAL,12.0,False,False,0.0
41,2025.01.29 08:00:01,ENTRY_FILL,signal=41 units=3 effective_ts=2025.01.29 08:00:00 fill=2760.80000,SHORT,3,2760.8,2766.25,True,False,False,2025.01.29 08:00:01,2760.8,72,72,2025.01.30 04:00:00,SHORT,0,2025.01.29 10:35:33,2766.28,73,73,-16.44,0.0,sl 2766.25,STRUCTURAL_SL,2.5922222222222224,False,False,0.0
42,2025.01.29 12:00:00,ENTRY_FILL,signal=42 units=1 effective_ts=2025.01.29 12:00:00 fill=2762.75000,SHORT,1,2762.75,2766.25,True,False,False,2025.01.29 12:00:00,2762.75,74,74,2025.01.30 04:00:00,SHORT,0,2025.01.30 04:00:00,2760.31,75,75,2.44,0.0,,FAST_NHA_OR_MANUAL,16.0,False,False,0.0
43,2025.01.30 04:00:00,ENTRY_FILL,signal=43 units=3 effective_ts=2025.01.30 04:00:00 fill=2760.22000,LONG,3,2760.22,2744.66,True,False,False,2025.01.30 04:00:00,2760.22,76,76,2025.01.31 12:00:00,LONG,0,2025.01.31 12:00:01,2793.71,83,83,100.47,0.0,,FAST_NHA_OR_MANUAL,32.000277777777775,False,False,0.0
44,2025.01.30 08:00:00,ENTRY_FILL,signal=44 units=1 effective_ts=2025.01.30 08:00:00 fill=2760.73000,LONG,1,2760.73,2744.66,True,False,False,2025.01.30 08:00:00,2760.73,77,77,2025.01.31 12:00:00,LONG,0,2025.01.31 12:00:00,2793.71,82,82,32.98,0.0,,FAST_NHA_OR_MANUAL,28.0,False,False,0.0
45,2025.01.30 12:00:00,ENTRY_FILL,signal=45 units=3 effective_ts=2025.01.30 12:00:00 fill=2774.38000,LONG,3,2774.38,2758.77,True,False,False,2025.01.30 12:00:00,2774.38,78,78,2025.01.31 12:00:00,LONG,0,2025.01.31 12:00:00,2793.71,81,81,57.99,0.0,,FAST_NHA_OR_MANUAL,24.0,False,False,0.0
46,2025.01.30 16:00:00,ENTRY_FILL,signal=46 units=1 effective_ts=2025.01.30 16:00:00 fill=2786.06000,LONG,1,2786.06,2758.77,True,False,False,2025.01.30 16:00:00,2786.06,79,79,2025.01.31 12:00:00,LONG,0,2025.01.31 12:00:00,2793.7,80,80,7.64,0.0,,FAST_NHA_OR_MANUAL,20.0,False,False,0.0
47,2025.01.31 12:00:00,ENTRY_FILL,signal=47 units=3 effective_ts=2025.01.31 12:00:00 fill=2793.71000,SHORT,3,2793.71,2800.85,True,False,False,2025.01.31 12:00:01,2793.71,84,84,2025.01.31 16:00:00,SHORT,0,2025.01.31 13:57:18,2800.91,85,85,-21.6,0.0,sl 2800.85,STRUCTURAL_SL,1.9547222222222222,False,False,0.0
48,2025.02.03 01:00:28,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,2803.67,2817.17,False,True,False,,,,,,,0,,,,,,,,,,False,False,
49,2025.02.03 04:00:00,ENTRY_FILL,signal=49 units=1 effective_ts=2025.02.03 04:00:00 fill=2782.23000,SHORT,1,2782.23,2803.67,True,False,False,2025.02.03 04:00:00,2782.23,86,86,2025.02.03 12:00:00,SHORT,0,2025.02.03 12:00:00,2796.53,87,87,-14.3,0.0,,FAST_NHA_OR_MANUAL,8.0,False,False,0.0
50,2025.02.03 12:00:00,ENTRY_FILL,signal=50 units=3 effective_ts=2025.02.03 12:00:00 fill=2796.53000,LONG,3,2796.53,2772.09,True,False,False,2025.02.03 12:00:00,2796.53,88,88,2025.02.04 12:00:00,LONG,0,2025.02.04 12:00:00,2820.25,91,91,71.16,0.0,,FAST_NHA_OR_MANUAL,24.0,False,False,0.0
51,2025.02.03 16:00:00,ENTRY_FILL,signal=51 units=3 effective_ts=2025.02.03 16:00:00 fill=2811.14000,LONG,3,2811.14,2772.09,True,False,False,2025.02.03 16:00:00,2811.14,89,89,2025.02.04 12:00:00,LONG,0,2025.02.04 12:00:00,2820.23,90,90,27.27,0.0,,FAST_NHA_OR_MANUAL,20.0,False,False,0.0
52,2025.02.04 16:00:00,ENTRY_FILL,signal=52 units=3 effective_ts=2025.02.04 16:00:00 fill=2831.72000,LONG,3,2831.72,2807.19,True,False,False,2025.02.04 16:00:00,2831.72,92,92,2025.02.06 01:00:06,LONG,2,2025.02.06 12:00:00,2859.19,95,95,82.41,0.0,,FAST_NHA_OR_MANUAL,44.0,True,True,10.998333333333333
53,2025.02.04 20:00:00,ENTRY_FILL,signal=53 units=3 effective_ts=2025.02.04 20:00:00 fill=2844.16000,LONG,3,2844.16,2807.19,True,False,False,2025.02.04 20:00:00,2844.16,93,93,2025.02.06 01:00:06,LONG,2,2025.02.06 12:00:00,2859.36,94,94,45.6,0.0,,FAST_NHA_OR_MANUAL,40.0,True,True,10.998333333333333
54,2025.02.06 01:00:07,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,2865.57,2882.36,False,True,False,,,,,,,0,,,,,,,,,,False,False,
55,2025.02.06 12:00:00,ENTRY_FILL,signal=55 units=1 effective_ts=2025.02.06 12:00:00 fill=2859.17000,SHORT,1,2859.17,2873.24,True,False,False,2025.02.06 12:00:00,2859.17,96,96,2025.02.07 01:00:05,SHORT,1,2025.02.07 16:26:55,2873.24,105,105,-14.07,0.0,sl 2873.24,STRUCTURAL_SL,28.448611111111113,True,True,15.447222222222223
56,2025.02.07 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,2856.52,2834.13,False,True,False,,,,,,,0,,,,,,,,,,False,False,
57,2025.02.07 04:00:00,ENTRY_FILL,signal=57 units=3 effective_ts=2025.02.07 04:00:00 fill=2866.37000,LONG,3,2866.37,2834.13,True,False,False,2025.02.07 04:00:00,2866.37,97,97,2025.02.07 16:00:00,LONG,0,2025.02.07 16:00:00,2862.6,102,102,-11.31,0.0,,FAST_NHA_OR_MANUAL,12.0,False,False,0.0
58,2025.02.07 08:00:00,ENTRY_FILL,signal=58 units=1 effective_ts=2025.02.07 08:00:00 fill=2862.10000,LONG,1,2862.1,2834.13,True,False,False,2025.02.07 08:00:00,2862.1,98,98,2025.02.07 16:00:00,LONG,0,2025.02.07 16:00:00,2862.6,101,101,0.5,0.0,,FAST_NHA_OR_MANUAL,8.0,False,False,0.0
59,2025.02.07 12:00:00,ENTRY_FILL,signal=59 units=1 effective_ts=2025.02.07 12:00:00 fill=2869.13000,LONG,1,2869.13,2859.0,True,False,False,2025.02.07 12:00:00,2869.13,99,99,2025.02.07 16:00:00,LONG,0,2025.02.07 15:31:50,2858.88,100,100,-10.25,0.0,sl 2859.00,STRUCTURAL_SL,3.5305555555555554,False,False,0.0
60,2025.02.07 16:00:00,ENTRY_FILL,signal=60 units=1 effective_ts=2025.02.07 16:00:00 fill=2862.58000,SHORT,1,2862.58,2870.81,True,False,False,2025.02.07 16:00:00,2862.58,103,103,2025.02.07 20:00:00,SHORT,0,2025.02.07 16:24:14,2870.89,104,104,-8.31,0.0,sl 2870.81,STRUCTURAL_SL,0.4038888888888889,False,False,0.0
61,2025.02.10 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,2857.59,2886.74,False,True,False,,,,,,,0,,,,,,,,,,False,False,
62,2025.02.10 04:00:00,ENTRY_FILL,signal=62 units=3 effective_ts=2025.02.10 04:00:00 fill=2872.04000,LONG,3,2872.04,2853.84,True,False,False,2025.02.10 04:00:00,2872.04,106,106,2025.02.11 12:00:00,LONG,0,2025.02.11 12:00:00,2902.91,111,111,92.61,0.0,,FAST_NHA_OR_MANUAL,32.0,False,False,0.0
63,2025.02.10 08:00:00,ENTRY_FILL,signal=63 units=3 effective_ts=2025.02.10 08:00:00 fill=2879.47000,LONG,3,2879.47,2853.84,True,False,False,2025.02.10 08:00:00,2879.47,107,107,2025.02.11 12:00:00,LONG,0,2025.02.11 12:00:00,2902.92,110,110,70.35,0.0,,FAST_NHA_OR_MANUAL,28.0,False,False,0.0
64,2025.02.10 12:00:00,ENTRY_FILL,signal=64 units=1 effective_ts=2025.02.10 12:00:00 fill=2903.06000,LONG,1,2903.06,2853.84,True,False,False,2025.02.10 12:00:00,2903.06,108,108,2025.02.11 12:00:00,LONG,0,2025.02.11 12:00:00,2903.06,109,109,0.0,0.0,,FAST_NHA_OR_MANUAL,24.0,False,False,0.0
65,2025.02.11 12:00:01,ENTRY_FILL,signal=65 units=1 effective_ts=2025.02.11 12:00:00 fill=2902.98000,SHORT,1,2902.98,2929.27,True,False,False,2025.02.11 12:00:01,2902.98,112,112,2025.02.12 20:00:00,SHORT,0,2025.02.12 20:00:00,2902.99,113,113,-0.01,0.0,,FAST_NHA_OR_MANUAL,31.99972222222222,False,False,0.0
66,2025.02.12 20:00:00,ENTRY_FILL,signal=66 units=3 effective_ts=2025.02.12 20:00:00 fill=2903.00000,LONG,3,2903.0,2863.72,True,False,False,2025.02.12 20:00:00,2903.0,114,114,2025.02.13 16:00:00,LONG,0,2025.02.13 16:00:00,2908.48,115,115,16.44,0.0,,FAST_NHA_OR_MANUAL,20.0,False,False,0.0
67,2025.02.13 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,2905.36,2893.48,False,True,False,,,,,,,0,,,,,,,,,,False,False,
68,2025.02.13 16:00:00,ENTRY_FILL,signal=68 units=3 effective_ts=2025.02.13 16:00:00 fill=2908.34000,SHORT,3,2908.34,2922.71,True,False,False,2025.02.13 16:00:00,2908.34,116,116,2025.02.13 20:00:00,SHORT,0,2025.02.13 20:00:00,2919.11,117,117,-32.31,0.0,,FAST_NHA_OR_MANUAL,4.0,False,False,0.0
69,2025.02.14 16:00:00,ENTRY_FILL,signal=69 units=1 effective_ts=2025.02.14 16:00:00 fill=2920.49000,SHORT,1,2920.49,2939.94,True,False,False,2025.02.14 16:00:00,2920.49,118,118,2025.02.17 04:00:00,SHORT,0,2025.02.17 04:00:00,2895.7,121,121,24.79,0.0,,FAST_NHA_OR_MANUAL,60.0,False,False,0.0
70,2025.02.14 20:00:00,ENTRY_FILL,signal=70 units=1 effective_ts=2025.02.14 20:00:00 fill=2887.05000,SHORT,1,2887.05,2939.94,True,False,False,2025.02.14 20:00:00,2887.05,119,119,2025.02.17 04:00:00,SHORT,0,2025.02.17 04:00:00,2895.7,120,120,-8.65,0.0,,FAST_NHA_OR_MANUAL,56.0,False,False,0.0
71,2025.02.17 04:00:00,ENTRY_FILL,signal=71 units=3 effective_ts=2025.02.17 04:00:00 fill=2895.68000,LONG,3,2895.68,2876.94,True,False,False,2025.02.17 04:00:00,2895.68,122,122,2025.02.17 20:00:00,LONG,0,2025.02.17 20:00:00,2898.37,127,127,8.07,0.0,,FAST_NHA_OR_MANUAL,16.0,False,False,0.0
72,2025.02.17 08:00:00,ENTRY_FILL,signal=72 units=1 effective_ts=2025.02.17 08:00:00 fill=2896.45000,LONG,1,2896.45,2876.94,True,False,False,2025.02.17 08:00:00,2896.45,123,123,2025.02.17 20:00:00,LONG,0,2025.02.17 20:00:00,2898.45,126,126,2.0,0.0,,FAST_NHA_OR_MANUAL,12.0,False,False,0.0
73,2025.02.17 12:00:00,ENTRY_FILL,signal=73 units=1 effective_ts=2025.02.17 12:00:00 fill=2902.67000,LONG,1,2902.67,2888.27,True,False,False,2025.02.17 12:00:00,2902.67,124,124,2025.02.17 20:00:00,LONG,0,2025.02.17 20:00:00,2898.45,125,125,-4.22,0.0,,FAST_NHA_OR_MANUAL,8.0,False,False,0.0
74,2025.02.17 20:00:01,ENTRY_FILL,signal=74 units=1 effective_ts=2025.02.17 20:00:00 fill=2898.25000,SHORT,1,2898.25,2904.16,True,False,False,2025.02.17 20:00:01,2898.25,128,128,2025.02.18 08:00:00,SHORT,0,2025.02.18 04:40:26,2904.19,129,129,-5.94,0.0,sl 2904.16,STRUCTURAL_SL,8.67361111111111,False,False,0.0
75,2025.02.18 08:00:00,ENTRY_FILL,signal=75 units=3 effective_ts=2025.02.18 08:00:00 fill=2910.92000,LONG,3,2910.92,2892.02,True,False,False,2025.02.18 08:00:00,2910.92,130,130,2025.02.19 08:00:00,LONG,0,2025.02.19 08:00:01,2932.61,135,135,65.07,0.0,,FAST_NHA_OR_MANUAL,24.00027777777778,False,False,0.0
76,2025.02.18 12:00:00,ENTRY_FILL,signal=76 units=1 effective_ts=2025.02.18 12:00:00 fill=2912.77000,LONG,1,2912.77,2892.02,True,False,False,2025.02.18 12:00:00,2912.77,131,131,2025.02.19 08:00:00,LONG,0,2025.02.19 08:00:00,2932.68,134,134,19.91,0.0,,FAST_NHA_OR_MANUAL,20.0,False,False,0.0
77,2025.02.18 16:00:00,ENTRY_FILL,signal=77 units=1 effective_ts=2025.02.18 16:00:00 fill=2918.97000,LONG,1,2918.97,2907.1,True,False,False,2025.02.18 16:00:00,2918.97,132,132,2025.02.19 08:00:00,LONG,0,2025.02.19 08:00:00,2932.81,133,133,13.84,0.0,,FAST_NHA_OR_MANUAL,16.0,False,False,0.0
