phase,rh,pb,actual,outcome,feature_group,test_year,n_train,n_test,base,auc,brier,logloss,mean_p
0,15,0.25,0,A_close,base9,2026,497,138,0.3695652173913043,0.6326346630606265,0.22344039344739067,0.6372290461548648,0.4162072535940045
0,15,0.25,0,A_close,extended_path,2025,264,233,0.45064377682403434,0.5705357142857143,0.2508497193114587,0.698872988468006,0.39878822647439144
0,15,0.25,0,A_close,extended_path,2026,497,138,0.3695652173913043,0.5986026594545863,0.23568594285400793,0.6652454454687341,0.4199649857610021
0,15,0.25,0,A_close,geom_path,2025,264,233,0.45064377682403434,0.5685267857142857,0.24982565276880156,0.6953481572061193,0.3950242486387399
0,15,0.25,0,A_close,geom_path,2026,497,138,0.3695652173913043,0.6402974983096686,0.22230144490420695,0.6349531751239549,0.4169778451092501
0,15,0.25,1,A_touch,geom2,2025,250,222,0.4144144144144144,0.6868729096989967,0.2200281659299751,0.6318202081833227,0.3637493062236581
0,15,0.25,1,A_touch,geom2,2026,472,137,0.36496350364963503,0.6983908045977012,0.20720464858639706,0.6020461331417621,0.3996466243280838
0,15,0.25,1,A_touch,path7,2025,250,222,0.4144144144144144,0.6627926421404683,0.22518269465723487,0.6466673826138594,0.36951787049385143
0,15,0.25,1,A_touch,path7,2026,472,137,0.36496350364963503,0.6388505747126436,0.22535198719635366,0.6460323265219978,0.38760457764396833
0,15,0.25,1,A_touch,base9,2025,250,222,0.4144144144144144,0.6674749163879599,0.22464077437805402,0.6453657868267267,0.3708892999834438
0,15,0.25,1,A_touch,base9,2026,472,137,0.36496350364963503,0.6588505747126437,0.2195995141773006,0.6302991993609552,0.3948012821420807
0,15,0.25,1,A_touch,extended_path,2025,250,222,0.4144144144144144,0.6484113712374582,0.22784896644058186,0.6557889759228921,0.3714807506228791
0,15,0.25,1,A_touch,extended_path,2026,472,137,0.36496350364963503,0.636551724137931,0.23361136174176336,0.6682958189715951,0.3945638195465517
0,15,0.25,1,A_touch,geom_path,2025,250,222,0.4144144144144144,0.6705685618729098,0.22526553614671088,0.6452537308750099,0.36853771144396574
0,15,0.25,1,A_touch,geom_path,2026,472,137,0.36496350364963503,0.6749425287356322,0.2160779990438947,0.6236659168226423,0.3959988358522219
0,15,0.25,1,A_close,geom2,2025,251,223,0.4484304932735426,0.619349593495935,0.23838030705743443,0.669513662310622,0.3890322713344795
0,15,0.25,1,A_close,geom2,2026,474,134,0.39552238805970147,0.6911250873515025,0.21818433611728483,0.6273797003406498,0.42320388337604303
0,15,0.25,1,A_close,path7,2025,251,223,0.4484304932735426,0.5860975609756097,0.24684182161591453,0.6896102700134732,0.39148890795093727
0,15,0.25,1,A_close,path7,2026,474,134,0.39552238805970147,0.6100628930817611,0.23180532105615756,0.6551319286640629,0.4158597539766084
0,15,0.25,1,A_close,base9,2025,251,223,0.4484304932735426,0.5954471544715447,0.24461175841426633,0.6840916067667905,0.3905499133134524
0,15,0.25,1,A_close,base9,2026,474,134,0.39552238805970147,0.6259026321919403,0.22785669358744368,0.6467962424495196,0.4190405401609305
0,15,0.25,1,A_close,extended_path,2025,251,223,0.4484304932735426,0.5760162601626017,0.25262572882162604,0.7067805672762041,0.3899137218631902
0,15,0.25,1,A_close,extended_path,2026,474,134,0.39552238805970147,0.6007453994875378,0.24118350641120098,0.6787184061246915,0.42518999337280333
0,15,0.25,1,A_close,geom_path,2025,251,223,0.4484304932735426,0.5965040650406505,0.24468742873287228,0.6844557001184232,0.39072888438560144
0,15,0.25,1,A_close,geom_path,2026,474,134,0.39552238805970147,0.6310272536687631,0.22687957378765797,0.6446946484094129,0.4198183317789772
0,15,0.4,0,A_touch,geom2,2025,211,190,0.4421052631578947,0.6531895777178796,0.23367932004903064,0.6610218378069439,0.39277243140182244
0,15,0.4,0,A_touch,geom2,2026,401,119,0.31932773109243695,0.7179987004548408,0.1967839446574934,0.5792347744548697,0.4020815248979431
0,15,0.4,0,A_touch,path7,2025,211,190,0.4421052631578947,0.6253369272237196,0.24027179952270045,0.6803317278746728,0.3948166989837855
0,15,0.4,0,A_touch,path7,2026,401,119,0.31932773109243695,0.6159844054580896,0.2230553628418869,0.6396359249325285,0.40008202985863656
0,15,0.4,0,A_touch,base9,2025,211,190,0.4421052631578947,0.6369047619047619,0.24302400485240125,0.6861708954099772,0.3992164488310152
0,15,0.4,0,A_touch,base9,2026,401,119,0.31932773109243695,0.661143599740091,0.21173621106477955,0.6128713550101992,0.4069782730359608
0,15,0.4,0,A_touch,extended_path,2025,211,190,0.4421052631578947,0.6214061096136568,0.2489365425694831,0.7091984185493232,0.4172330070855353
0,15,0.4,0,A_touch,extended_path,2026,401,119,0.31932773109243695,0.610461338531514,0.23509585741542094,0.6761007225926747,0.41251861105317766
0,15,0.4,0,A_touch,geom_path,2025,211,190,0.4421052631578947,0.643418688230009,0.2388040574200927,0.6748970512930845,0.395836883857316
0,15,0.4,0,A_touch,geom_path,2026,401,119,0.31932773109243695,0.6793372319688109,0.20939703025196182,0.6089390067618173,0.4040479064846587
0,15,0.4,0,A_close,geom2,2025,211,191,0.45549738219895286,0.6182581786030062,0.24216515783644324,0.6770026754533061,0.3989783203210755
0,15,0.4,0,A_close,geom2,2026,402,117,0.38461538461538464,0.6922839506172839,0.21836344243898675,0.6276452006433595,0.41860149920778095
0,15,0.4,0,A_close,path7,2025,211,191,0.45549738219895286,0.5688549955791335,0.24865534201156056,0.6926409680397738,0.40563202080635763
0,15,0.4,0,A_close,path7,2026,402,117,0.38461538461538464,0.6018518518518519,0.23269155287925355,0.6576726341385039,0.42022581952622534
0,15,0.4,0,A_close,base9,2025,211,191,0.45549738219895286,0.5638815207780725,0.25063927038749795,0.6968698309078022,0.40462066706435956
0,15,0.4,0,A_close,base9,2026,402,117,0.38461538461538464,0.6302469135802469,0.22886800056549936,0.6495217323761862,0.42231029136616455
0,15,0.4,0,A_close,extended_path,2025,211,191,0.45549738219895286,0.5942749778956676,0.251093456524284,0.7040833467944633,0.4148962675796899
0,15,0.4,0,A_close,extended_path,2026,402,117,0.38461538461538464,0.5487654320987655,0.25380248487671236,0.7088711047095222,0.43138204350754134
0,15,0.4,0,A_close,geom_path,2025,211,191,0.45549738219895286,0.5662024756852343,0.24999883314511076,0.6959053905123137,0.4055025668490306
0,15,0.4,0,A_close,geom_path,2026,402,117,0.38461538461538464,0.6432098765432099,0.22690434923769415,0.6454940663620191,0.42226649367033536
0,15,0.4,1,A_touch,geom2,2025,198,177,0.4915254237288136,0.6720306513409962,0.23196326830318,0.6546734030390581,0.4246075946243756
0,15,0.4,1,A_touch,geom2,2026,375,110,0.4090909090909091,0.7282051282051282,0.20782379673840906,0.6048765149700667,0.4490300456180663
0,15,0.4,1,A_touch,path7,2025,198,177,0.4915254237288136,0.6182630906768839,0.24410001946367488,0.6826831113493217,0.43068456775275327
0,15,0.4,1,A_touch,path7,2026,375,110,0.4090909090909091,0.6003418803418804,0.2438948673913617,0.6918875406953316,0.4495124677271115
0,15,0.4,1,A_touch,base9,2025,198,177,0.4915254237288136,0.656066411238825,0.2378818904787496,0.6691347399448815,0.42753645632514475
0,15,0.4,1,A_touch,base9,2026,375,110,0.4090909090909091,0.662905982905983,0.2237138289152871,0.642450526088435,0.45148482094978226
0,15,0.4,1,A_touch,extended_path,2025,198,177,0.4915254237288136,0.637420178799489,0.2437441782362179,0.6902762972849332,0.4439433147836963
0,15,0.4,1,A_touch,extended_path,2026,375,110,0.4090909090909091,0.5808547008547009,0.2550540541861093,0.7229276531662486,0.4507146436297149
0,15,0.4,1,A_touch,geom_path,2025,198,177,0.4915254237288136,0.6445721583652618,0.2389695828610389,0.6706041235589167,0.4281080878173793
0,15,0.4,1,A_touch,geom_path,2026,375,110,0.4090909090909091,0.676923076923077,0.22194124199477883,0.6383490606294012,0.44972840365364514
0,15,0.4,1,A_close,geom2,2025,198,177,0.4632768361581921,0.5616174582798459,0.24686598557889444,0.6862339879299205,0.4151877186179453
0,15,0.4,1,A_close,geom2,2026,375,108,0.4722222222222222,0.6563467492260062,0.23813563880324956,0.6694047426671558,0.43489344335898966
0,15,0.4,1,A_close,path7,2025,198,177,0.4632768361581921,0.5418485237483954,0.25171057804957414,0.6975087161790641,0.41422438985742954
0,15,0.4,1,A_close,path7,2026,375,108,0.4722222222222222,0.5376676986584108,0.25740358418329967,0.7136494458011342,0.4383912687403304
0,15,0.4,1,A_close,base9,2025,198,177,0.4632768361581921,0.5205391527599487,0.2567755482055833,0.7084482812302636,0.4145139466311507
0,15,0.4,1,A_close,base9,2026,375,108,0.4722222222222222,0.5497076023391814,0.25512123119843727,0.7086529893994654,0.43850165499105553
0,15,0.4,1,A_close,extended_path,2025,198,177,0.4632768361581921,0.5903722721437741,0.2517634591833642,0.7035421452263142,0.4170928392024534
0,15,0.4,1,A_close,extended_path,2026,375,108,0.4722222222222222,0.4826281389748883,0.28262429306002657,0.7784155540580525,0.43918339822516034
0,15,0.4,1,A_close,geom_path,2025,198,177,0.4632768361581921,0.5251604621309371,0.2553715440582296,0.7049878681031719,0.41459929211849256
0,15,0.4,1,A_close,geom_path,2026,375,108,0.4722222222222222,0.5913312693498453,0.24942946559661777,0.695916334338358,0.4374207008511404
0,15,0.5,0,A_touch,geom2,2025,186,164,0.47560975609756095,0.6386404293381037,0.23836408152683008,0.667692261171081,0.4275050412459034
0,15,0.5,0,A_touch,geom2,2026,350,107,0.4205607476635514,0.7426523297491039,0.2073999905236367,0.6036046124940772,0.43431589119118413
0,15,0.5,0,A_touch,path7,2025,186,164,0.47560975609756095,0.6429636255217651,0.2340062083425336,0.6585966371361651,0.4344267797297002
0,15,0.5,0,A_touch,path7,2026,350,107,0.4205607476635514,0.6508960573476702,0.2288144297858502,0.653149477930958,0.43801326595530005
0,15,0.5,0,A_touch,base9,2025,186,164,0.47560975609756095,0.6386404293381037,0.23763363016832836,0.6670227016157957,0.43376474464556686
0,15,0.5,0,A_touch,base9,2026,350,107,0.4205607476635514,0.6806451612903226,0.2207553617021334,0.6343471547793544,0.4369538054789506
0,15,0.5,0,A_touch,extended_path,2025,186,164,0.47560975609756095,0.6098688133571855,0.24882697828211048,0.6968848161272228,0.45118904370545276
0,15,0.5,0,A_touch,extended_path,2026,350,107,0.4205607476635514,0.6136200716845879,0.24090068827206002,0.6793638682903812,0.4434442341862288
0,15,0.5,0,A_touch,geom_path,2025,186,164,0.47560975609756095,0.6386404293381037,0.2388769052840482,0.6693273336353164,0.4315190705043773
0,15,0.5,0,A_touch,geom_path,2026,350,107,0.4205607476635514,0.6982078853046594,0.21703957736482146,0.6258715194573452,0.4350120441042013
0,15,0.5,0,A_close,geom2,2025,186,164,0.47560975609756095,0.5491949910554561,0.2494255599744959,0.6917661897936979,0.4165792824329492
0,15,0.5,0,A_close,geom2,2026,350,105,0.47619047619047616,0.6869090909090908,0.23561857209630335,0.6637084241701041,0.4367831998237071
0,15,0.5,0,A_close,path7,2025,186,164,0.47560975609756095,0.5517292784734645,0.25053661691148577,0.6945217218461156,0.41874570626515806
0,15,0.5,0,A_close,path7,2026,350,105,0.47619047619047616,0.5727272727272728,0.24625786628516344,0.6854247321129152,0.4371607416630576
0,15,0.5,0,A_close,base9,2025,186,164,0.47560975609756095,0.5579904591532499,0.2506120570073206,0.695172128775624,0.41933579652614017
0,15,0.5,0,A_close,base9,2026,350,105,0.47619047619047616,0.5498181818181818,0.2492987290884415,0.6918182200443197,0.4378442626051921
0,15,0.5,0,A_close,extended_path,2025,186,164,0.47560975609756095,0.5992844364937389,0.2505250041214288,0.6975092319763553,0.42454399156696987
0,15,0.5,0,A_close,extended_path,2026,350,105,0.47619047619047616,0.5101818181818183,0.2652246494623808,0.7284542620418436,0.4419781652003396
0,15,0.5,0,A_close,geom_path,2025,186,164,0.47560975609756095,0.5544126416219439,0.2510333388703533,0.6960816193385293,0.4198918935210747
0,15,0.5,0,A_close,geom_path,2026,350,105,0.47619047619047616,0.5789090909090909,0.24544116977791008,0.6839059987613942,0.4366906146820132
0,15,0.5,1,A_touch,geom2,2025,159,138,0.5217391304347826,0.6390993265993267,0.23501928538161768,0.6619934471249457,0.4662878717315347
0,15,0.5,1,A_touch,geom2,2026,297,95,0.5157894736842106,0.7382431233362909,0.21992169874623488,0.6312949656933421,0.47737992267134227
0,15,0.5,1,A_touch,path7,2025,159,138,0.5217391304347826,0.6668771043771043,0.23658662805624708,0.6664497993255695,0.4629721342916986
0,15,0.5,1,A_touch,path7,2026,297,95,0.5157894736842106,0.6273291925465839,0.24109816558149,0.6774304835731007,0.48124369336575945
0,15,0.5,1,A_touch,base9,2025,159,138,0.5217391304347826,0.6744528619528619,0.2326812612931376,0.6618642975481348,0.46106303794704423
0,15,0.5,1,A_touch,base9,2026,297,95,0.5157894736842106,0.6956521739130433,0.22367514240374292,0.6382542664021462,0.4727249259328551
0,15,0.5,1,A_touch,extended_path,2025,159,138,0.5217391304347826,0.6081649831649831,0.24829295991476077,0.6925758805252541,0.46625134591717093
0,15,0.5,1,A_touch,extended_path,2026,297,95,0.5157894736842106,0.5869565217391304,0.2584518189405492,0.7221390636578171,0.48838740033935946
0,15,0.5,1,A_touch,geom_path,2025,159,138,0.5217391304347826,0.6879208754208754,0.22990218103932558,0.6544842301656439,0.46246790904484597
0,15,0.5,1,A_touch,geom_path,2026,297,95,0.5157894736842106,0.6876663708961845,0.22568071179398497,0.6423413062157028,0.47189892846191306
0,15,0.5,1,A_close,geom2,2025,157,138,0.5144927536231884,0.5724195921799453,0.25134094718354316,0.6958352361421781,0.45563647744828756
0,15,0.5,1,A_close,geom2,2026,295,94,0.5319148936170213,0.5522727272727272,0.24826268684521927,0.6897086881489174,0.4806459986539339
0,15,0.5,1,A_close,path7,2025,157,138,0.5144927536231884,0.5350010510826151,0.25209634814296744,0.6974796911218306,0.4537120812842158
0,15,0.5,1,A_close,path7,2026,295,94,0.5319148936170213,0.4813636363636364,0.25502745832064216,0.7028500684341608,0.4796048023728873
0,15,0.5,1,A_close,base9,2025,157,138,0.5144927536231884,0.5093546352743326,0.2569028133574568,0.7074621912448125,0.4528663092256429
0,15,0.5,1,A_close,base9,2026,295,94,0.5319148936170213,0.5190909090909092,0.2535299006066029,0.7001102110782029,0.4725796324942419
0,15,0.5,1,A_close,extended_path,2025,157,138,0.5144927536231884,0.4877023334034055,0.2671950217222143,0.7292919213756263,0.44733066983151804
0,15,0.5,1,A_close,extended_path,2026,295,94,0.5319148936170213,0.43454545454545457,0.28245479048331645,0.7637045408521842,0.4824852427161626
0,15,0.5,1,A_close,geom_path,2025,157,138,0.5144927536231884,0.5165019970569686,0.25324235575247406,0.6996590764628806,0.45200742310264436
0,15,0.5,1,A_close,geom_path,2026,295,94,0.5319148936170213,0.48818181818181816,0.2554134137668734,0.7037237596379277,0.4736941717954663
0,30,0.25,0,A_touch,geom2,2025,331,303,0.40264026402640263,0.683950729100625,0.21676491691755914,0.6242332813958356,0.38243114328794714
0,30,0.25,0,A_touch,geom2,2026,634,182,0.32967032967032966,0.6868852459016394,0.2036704912309068,0.5939035755021155,0.38991488158097576
0,30,0.25,0,A_touch,path7,2025,331,303,0.40264026402640263,0.651661987138846,0.22513177569829135,0.6469099232426536,0.379988027420896
0,30,0.25,0,A_touch,path7,2026,634,182,0.32967032967032966,0.6534153005464479,0.21579366218796375,0.6247931044315144,0.3891780626428592
0,30,0.25,0,A_touch,base9,2025,331,303,0.40264026402640263,0.6581378498324427,0.2254069716686287,0.6464724748205578,0.38810965360056404
0,30,0.25,0,A_touch,base9,2026,634,182,0.32967032967032966,0.6663934426229507,0.21087503063671084,0.6100437355704069,0.3890475901913552
0,30,0.25,0,A_touch,extended_path,2025,331,303,0.40264026402640263,0.6512997011140296,0.22570763994388146,0.6461807644353564,0.3865315802216488
0,30,0.25,0,A_touch,extended_path,2026,634,182,0.32967032967032966,0.6536885245901639,0.21621042978597024,0.6237339281568582,0.39493053121622373
0,30,0.25,0,A_touch,geom_path,2025,331,303,0.40264026402640263,0.6642967122543249,0.22515382534756048,0.6457427176056331,0.38673644093367826
0,30,0.25,0,A_touch,geom_path,2026,634,182,0.32967032967032966,0.6829234972677597,0.20685487201073782,0.6023767075582974,0.389113181862971
0,30,0.25,0,A_close,geom2,2025,333,305,0.4360655737704918,0.6249781430319985,0.23717329881827298,0.6664906817492056,0.3937923750589976
0,30,0.25,0,A_close,geom2,2026,638,179,0.3575418994413408,0.6786684782608696,0.21180315332232327,0.6136609368679861,0.4114935018247605
0,30,0.25,0,A_close,path7,2025,333,305,0.4360655737704918,0.5959958034621438,0.2399572384226747,0.6739706536331024,0.3957868246689
0,30,0.25,0,A_close,path7,2026,638,179,0.3575418994413408,0.6256793478260869,0.22398563127314206,0.6398745227370013,0.41169452925039635
0,30,0.25,0,A_close,base9,2025,333,305,0.4360655737704918,0.587078160517573,0.24429539322016094,0.6839164298166273,0.40064086146792044
0,30,0.25,0,A_close,base9,2026,638,179,0.3575418994413408,0.6463315217391304,0.21608338801881033,0.6212834129611334,0.4106700684584508
0,30,0.25,0,A_close,extended_path,2025,333,305,0.4360655737704918,0.583406189893338,0.24528800925990618,0.6842659031160262,0.3993303735676359
0,30,0.25,0,A_close,extended_path,2026,638,179,0.3575418994413408,0.6385869565217391,0.22485772118180453,0.6420169488472479,0.4146343941261549
0,30,0.25,0,A_close,geom_path,2025,333,305,0.4360655737704918,0.5895261409337297,0.24404310624416195,0.6830966738209151,0.4003269349618888
0,30,0.25,0,A_close,geom_path,2026,638,179,0.3575418994413408,0.6627717391304349,0.21411236850549953,0.6177455033259242,0.4114254230328045
0,30,0.25,1,A_touch,geom2,2025,318,293,0.3856655290102389,0.692330383480826,0.21209879129574172,0.6119702890680764,0.3765784167755841
0,30,0.25,1,A_touch,geom2,2026,611,177,0.3672316384180791,0.7045329670329671,0.2042789673009601,0.5954914314090244,0.3862409510237329
0,30,0.25,1,A_touch,path7,2025,318,293,0.3856655290102389,0.6547689282202558,0.2207547462227159,0.6342060842548184,0.378573582328593
0,30,0.25,1,A_touch,path7,2026,611,177,0.3672316384180791,0.6447802197802198,0.22201302204544637,0.6372541321944799,0.3843478399773324
0,30,0.25,1,A_touch,base9,2025,318,293,0.3856655290102389,0.6569813176007866,0.22179725534752018,0.6367033838853589,0.3816284930740146
0,30,0.25,1,A_touch,base9,2026,611,177,0.3672316384180791,0.6706043956043956,0.2150205331946437,0.6205836182202226,0.38447452548700284
0,30,0.25,1,A_touch,extended_path,2025,318,293,0.3856655290102389,0.6528023598820059,0.22049335768366446,0.6346010638505492,0.38117150360749225
0,30,0.25,1,A_touch,extended_path,2026,611,177,0.3672316384180791,0.6688186813186814,0.2191698673356733,0.6321752570106886,0.39267232721744944
0,30,0.25,1,A_touch,geom_path,2025,318,293,0.3856655290102389,0.6692723697148475,0.22062697927921995,0.6326896748682901,0.37998536796440296
0,30,0.25,1,A_touch,geom_path,2026,611,177,0.3672316384180791,0.689423076923077,0.21056147145023302,0.611408815281993,0.38601790066296915
0,30,0.25,1,A_close,geom2,2025,318,294,0.42517006802721086,0.6349822485207101,0.23043396431366361,0.6520995364285588,0.39407297812439196
0,30,0.25,1,A_close,geom2,2026,612,174,0.3793103448275862,0.7010381593714927,0.2112234868743306,0.6124855919741405,0.4112535219647159
0,30,0.25,1,A_close,path7,2025,318,294,0.42517006802721086,0.5802603550295858,0.24148752098187148,0.6773482983374873,0.39754357961137476
0,30,0.25,1,A_close,path7,2026,612,174,0.3793103448275862,0.6210718294051628,0.22697152504014012,0.6452750451389824,0.4108369592826964
0,30,0.25,1,A_close,base9,2025,318,294,0.42517006802721086,0.5957869822485207,0.23914193813911128,0.6712472972013253,0.3983338291197527
0,30,0.25,1,A_close,base9,2026,612,174,0.3793103448275862,0.6454826038159371,0.21934030985902025,0.6287259916450875,0.4110302426560995
0,30,0.25,1,A_close,extended_path,2025,318,294,0.42517006802721086,0.5795976331360947,0.24622671678786684,0.6887511443122559,0.3980464392019379
0,30,0.25,1,A_close,extended_path,2026,612,174,0.3793103448275862,0.6494107744107744,0.22663000630201263,0.646256687422426,0.4158971355677108
0,30,0.25,1,A_close,geom_path,2025,318,294,0.42517006802721086,0.597869822485207,0.23848101227710283,0.6691808888901692,0.39778912864028465
0,30,0.25,1,A_close,geom_path,2026,612,174,0.3793103448275862,0.6677890011223345,0.21587423078292256,0.6219142217646993,0.4123167039232669
0,30,0.4,0,A_touch,geom2,2025,267,250,0.42,0.6668637110016421,0.22426712341928046,0.6387746341147903,0.4240840224281828
0,30,0.4,0,A_touch,geom2,2026,517,146,0.3287671232876712,0.73171768707483,0.19476265781411697,0.5751734832055323,0.41040829970966763
0,30,0.4,0,A_touch,path7,2025,267,250,0.42,0.6105747126436781,0.23931649346300396,0.6756552619791978,0.4291601465048492
0,30,0.4,0,A_touch,path7,2026,517,146,0.3287671232876712,0.6352040816326531,0.22005218069709148,0.6323371023230207,0.40940602281428656
0,30,0.4,0,A_touch,base9,2025,267,250,0.42,0.6194417077175698,0.24077098224274152,0.6808123856458717,0.4320487537665938
0,30,0.4,0,A_touch,base9,2026,517,146,0.3287671232876712,0.6921768707482993,0.20793427474982082,0.6052529887267661,0.41101373983364714
0,30,0.4,0,A_touch,extended_path,2025,267,250,0.42,0.595927750410509,0.24860562416161228,0.7000562508896482,0.4390917151550276
0,30,0.4,0,A_touch,extended_path,2026,517,146,0.3287671232876712,0.6707057823129252,0.21820763753734146,0.6340519209141894,0.4172173220483288
0,30,0.4,0,A_touch,geom_path,2025,267,250,0.42,0.6300821018062397,0.23734096441712263,0.6710155306583334,0.42912336505194504
0,30,0.4,0,A_touch,geom_path,2026,517,146,0.3287671232876712,0.7140731292517006,0.20384088565143132,0.5964114321137611,0.4104736062231458
0,30,0.4,0,A_close,geom2,2025,266,251,0.43824701195219123,0.6425531914893616,0.23115068256752133,0.6540780427830795,0.425822572464788
0,30,0.4,0,A_close,geom2,2026,517,144,0.3680555555555556,0.6976985278872071,0.21374464621083655,0.6178320847626162,0.42355798246665033
0,30,0.4,0,A_close,path7,2025,266,251,0.43824701195219123,0.5513862024500322,0.24844463103571912,0.6918097586315218,0.434489031717157
0,30,0.4,0,A_close,path7,2026,517,144,0.3680555555555556,0.6342525399129174,0.22702949848855988,0.64631862919728,0.42595373415345944
0,30,0.4,0,A_close,base9,2025,266,251,0.43824701195219123,0.56247582205029,0.24544444294989368,0.6847887373093847,0.43482923713591004
0,30,0.4,0,A_close,base9,2026,517,144,0.3680555555555556,0.6719883889695211,0.218948255719204,0.6290886026611271,0.42629814378876674
0,30,0.4,0,A_close,extended_path,2025,266,251,0.43824701195219123,0.5514506769825919,0.25877341889648003,0.7178052474675978,0.4392561107289145
0,30,0.4,0,A_close,extended_path,2026,517,144,0.3680555555555556,0.6209827907941117,0.23446814694417137,0.6667931813229082,0.43032139233525446
0,30,0.4,0,A_close,geom_path,2025,266,251,0.43824701195219123,0.5627337201805287,0.24437312817844162,0.682166189080507,0.43449700197748614
0,30,0.4,0,A_close,geom_path,2026,517,144,0.3680555555555556,0.6962471490773378,0.2151437844389835,0.6213196604453393,0.42681922061155675
0,30,0.4,1,A_touch,geom2,2025,247,226,0.4690265486725664,0.6676100628930818,0.22624765898949092,0.641828857863079,0.4691670249092029
0,30,0.4,1,A_touch,geom2,2026,473,137,0.4233576642335766,0.729157573112178,0.20980440804141068,0.6089128429300985,0.4640489633063706
0,30,0.4,1,A_touch,path7,2025,247,226,0.4690265486725664,0.5845125786163522,0.2513089179993046,0.6982458460416092,0.47985582122354825
0,30,0.4,1,A_touch,path7,2026,473,137,0.4233576642335766,0.6381492797904845,0.23761989956589677,0.6746447761154608,0.4623722560554548
0,30,0.4,1,A_touch,base9,2025,247,226,0.4690265486725664,0.6113993710691823,0.24473540896300305,0.684823625997356,0.47785148844672487
0,30,0.4,1,A_touch,base9,2026,473,137,0.4233576642335766,0.6868179834133565,0.22235161617974442,0.6379232998190828,0.46434365134853867
0,30,0.4,1,A_touch,extended_path,2025,247,226,0.4690265486725664,0.5647798742138365,0.2681866918830391,0.7431466573460331,0.4891520308273389
0,30,0.4,1,A_touch,extended_path,2026,473,137,0.4233576642335766,0.6460061108686164,0.23873349752277348,0.682125000247288,0.4674469575713112
0,30,0.4,1,A_touch,geom_path,2025,247,226,0.4690265486725664,0.6158018867924528,0.2447035281930929,0.6836483568897308,0.4769369551398295
0,30,0.4,1,A_touch,geom_path,2026,473,137,0.4233576642335766,0.697512003491925,0.21660327202576915,0.6243621392010641,0.4623834704411427
0,30,0.4,1,A_close,geom2,2025,246,226,0.45132743362831856,0.6268975332068312,0.23623063008420483,0.6648200020366899,0.454578969350472
0,30,0.4,1,A_close,geom2,2026,472,135,0.45185185185185184,0.657731501993797,0.2329693482077719,0.6589341858864655,0.450466127313302
0,30,0.4,1,A_close,path7,2025,246,226,0.45132743362831856,0.5320208728652751,0.255562655664841,0.7059629653355106,0.45940802633704336
0,30,0.4,1,A_close,path7,2026,472,135,0.45185185185185184,0.5824102791315906,0.24747092011848304,0.6914614230261783,0.4521538292690309
0,30,0.4,1,A_close,base9,2025,246,226,0.45132743362831856,0.5289373814041746,0.25582614991361236,0.7064435380357005,0.46046025123199913
0,30,0.4,1,A_close,base9,2026,472,135,0.45185185185185184,0.605449712007089,0.2415122090718833,0.6782301912750087,0.4532859049719006
0,30,0.4,1,A_close,extended_path,2025,246,226,0.45132743362831856,0.5354206198608475,0.2687985628956467,0.7421191512024387,0.4589290491639613
0,30,0.4,1,A_close,extended_path,2026,472,135,0.45185185185185184,0.5518387239698715,0.25879301573928026,0.7242902373753796,0.4526703269617135
