source_k,year,dir,sweep_time,trigger_time,clean_m1,fraction,broken_m5_level,trigger_close,limit_entry,sl_exec,risk,fill_time,outcome,resolved_at_h,mfe_abs,mae_abs,mfe_r,mae_r,d1_atr,risk_d1,m30_atr,risk_m30,mirror5,m30_exp,m30_owner,h1_owner,m1_direct_transfer,direct_transfer,owner_agree,both_branch,base_R,H3_25_R,H_direct,H_primary_shadow
2.0,2023,-1,2023-06-29 17:50:00,2023-06-29 18:40:00,True,0.5,1909.73,1909.06,1909.395,1913.2099999999998,3.814999999999827,2023-06-29 18:41:00,SL,2023-06-30 15:43:00,8.745000000000118,4.574999999999818,2.292267365661996,1.1992136304062977,20.755714285714298,0.18380480418472556,4.8857142857142595,0.780847953216343,0,1.277777777777774,-1,-1,True,True,True,True,-1.0,-1.0,True,False
2.0,2023,-1,2023-07-11 04:32:00,2023-07-11 04:40:00,True,0.5,1926.26,1925.53,1925.895,1927.9899999999998,2.0949999999998,2023-07-11 04:45:00,SL,2023-07-11 05:57:00,0.9650000000001455,2.115000000000009,0.46062052505977935,1.0095465393795757,19.781428571428574,0.1059074167689651,1.355714285714287,1.5453108535298825,1,2.6929499072355867,1,-1,True,True,False,False,-1.0,-1.0,True,True
2.0,2023,-1,2023-07-11 13:19:00,2023-07-11 13:50:00,True,0.5,1936.32,1935.88,1936.1,1938.6,2.5,2023-07-11 14:12:00,SL,2023-07-12 04:42:00,6.660000000000082,2.5399999999999636,2.6640000000000326,1.0159999999999854,19.781428571428574,0.12638116559543583,3.0692857142857326,0.8145217593669953,0,1.4033846153846123,1,1,False,False,False,False,-1.0,-1.0,False,False
2.0,2023,-1,2023-07-27 10:49:00,2023-07-27 11:35:00,True,0.5,1977.56,1977.49,1977.525,1982.25,4.724999999999909,2023-07-27 12:16:00,TP5,2023-07-27 16:31:00,23.695000000000164,1.7049999999996999,5.014814814814946,0.3608465608465043,17.587857142857143,0.26865126101611797,2.7535714285714255,1.715953307392965,0,1.1425027563395627,1,1,True,True,False,False,5.0,4.5,True,True
2.0,2023,1,2023-07-27 12:51:00,2023-07-27 13:20:00,True,0.5,1975.93,1976.45,1976.31,1973.6,2.7100000000000364,2023-07-27 13:23:00,SL,2023-07-27 15:25:00,2.7999999999999545,3.509999999999991,1.0332103321032904,1.2952029520294996,17.587857142857143,0.1540835803923182,2.77785714285715,0.9755721265106817,0,1.1425027563395627,1,1,True,True,True,True,-1.0,-1.0,True,False
2.0,2023,-1,2023-08-10 08:58:00,2023-08-10 09:10:00,True,0.5,1916.95,1916.11,1916.53,1919.29,2.759999999999991,2023-08-10 09:12:00,SL,2023-08-10 10:03:00,0.8299999999999272,2.980000000000018,0.30072463768113405,1.0797101449275464,19.105,0.14446479979063023,1.782142857142828,1.5486973947895994,1,1.1891103548857371,-1,-1,True,True,True,True,-1.0,-1.0,True,False
2.0,2023,1,2023-08-25 17:02:00,2023-08-25 17:05:00,True,0.5,1915.72,1920.18,1918.0800000000002,1911.27,6.810000000000173,2023-08-25 17:06:00,SL,2023-08-25 17:27:00,4.289999999999736,8.27000000000021,0.6299559471365092,1.2143906020558002,15.289999999999996,0.4453891432308813,2.9471428571428566,2.3107125545322935,0,0.5612194722176641,1,1,False,False,True,False,-1.0,-1.0,False,False
2.0,2023,-1,2023-08-31 15:32:00,2023-08-31 15:40:00,True,0.5,1944.92,1943.7,1944.31,1947.96,3.650000000000091,2023-08-31 15:41:00,SL,2023-09-01 15:30:00,5.989999999999782,8.02000000000021,1.6410958904108581,2.1972602739726055,15.496428571428542,0.23553814242913745,1.7514285714285864,2.0840130505709964,0,1.2955974842767226,1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2023,1,2023-09-28 11:31:00,2023-09-28 12:45:00,True,0.5,1874.99,1876.09,1875.69,1873.63,2.0599999999999454,2023-09-28 13:03:00,SL,2023-09-28 15:45:00,3.9099999999998545,3.2899999999999636,1.898058252427164,1.5970873786408013,15.300714285714305,0.13463423743055505,1.892142857142874,1.0887127217817658,0,1.2435870256518815,-1,-1,True,True,False,False,-1.0,-1.0,True,True
2.0,2023,1,2023-10-04 03:11:00,2023-10-04 03:40:00,True,0.5,1823.79,1824.52,1824.355,1821.82,2.535000000000082,2023-10-04 03:52:00,SL,2023-10-04 04:35:00,0.035000000000081855,3.255000000000109,0.013806706114430266,1.284023668639055,18.387857142857115,0.13786271996271296,2.023571428571472,1.2527356159548317,0,1.9778320113890508,-1,-1,True,True,False,False,-1.0,-1.0,True,True
2.0,2023,-1,2023-10-20 02:32:00,2023-10-20 03:05:00,True,0.5,1976.18,1976.01,1976.095,1982.4,6.305000000000064,2023-10-20 03:06:00,SL,2023-10-20 11:14:00,4.014999999999873,6.305000000000064,0.6367961934971978,1.0,25.38499999999999,0.24837502462084168,4.897142857142853,1.28748541423572,0,1.5931217810267353,1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2023,-1,2023-11-28 02:52:00,2023-11-28 03:20:00,True,0.5,2016.2,2015.47,2015.835,2018.28,2.4449999999999363,2023-11-28 03:40:00,SL,2023-11-28 15:42:00,4.095000000000027,5.785000000000082,1.674846625766926,2.3660531697342466,20.879285714285725,0.11710170709178301,1.88714285714283,1.2956093868281455,0,4.527659574468074,1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2023,-1,2023-12-12 15:30:00,2023-12-12 15:45:00,True,0.5,1987.87,1985.27,1986.57,1996.8500000000001,10.2800000000002,2023-12-12 16:04:00,SL,2023-12-13 21:03:00,13.429999999999836,10.800000000000182,1.3064202334629937,1.0505836575875458,30.71857142857144,0.3346509789331785,3.319999999999985,3.0963855421687487,0,1.4725700655933192,1,1,False,False,False,False,-1.0,-1.0,False,False
2.0,2024,1,2024-01-03 16:37:00,2024-01-03 17:05:00,True,0.5,2042.28,2046.84,2044.71,2031.73,12.980000000000018,2024-01-03 17:09:00,SL,2024-01-03 18:01:00,0.9800000000000182,13.450000000000045,0.07550077041602594,1.0362095531587077,23.534285714285666,0.5515357533082452,5.832857142857165,2.2253245162870385,0,2.157449577098296,-1,-1,True,True,False,False,-1.0,-1.0,True,True
2.0,2024,-1,2024-02-02 08:09:00,2024-02-02 08:25:00,True,0.5,2055.26,2054.77,2055.0150000000003,2057.0299999999997,2.014999999999418,2024-02-02 08:28:00,SL,2024-02-02 09:24:00,0.7250000000003638,2.024999999999636,0.3598014888340314,1.0049627791564373,21.29285714285712,0.09463267359943603,1.8349999999999065,1.0980926430515099,0,1.1883867577509075,-1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2024,-1,2024-04-02 12:31:00,2024-04-02 13:05:00,True,0.5,2260.45,2258.98,2259.715,2266.98,7.264999999999873,2024-04-02 13:28:00,SL,2024-04-02 17:03:00,6.224999999999909,14.224999999999909,0.8568479008947031,1.95801789401241,29.883571428571454,0.24311016564284754,3.9500000000001103,1.8392405063290302,0,1.2425201001713413,1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2024,1,2024-05-01 21:00:00,2024-05-01 21:30:00,True,0.5,2307.46,2313.43,2310.6349999999998,2295.53,15.104999999999563,2024-05-01 21:31:00,SL,2024-05-02 13:29:00,17.63500000000022,15.49499999999989,1.1674942072162018,1.0258192651440146,46.12285714285719,0.3274948894257475,6.382857142857022,2.366495076096664,0,0.46479739825964184,1,1,True,True,True,False,-1.0,-1.0,True,True
2.0,2024,-1,2024-05-29 01:01:00,2024-05-29 01:45:00,True,0.5,2358.86,2358.68,2358.77,2362.57,3.800000000000182,2024-05-29 01:46:00,TP5,2024-05-29 14:53:00,20.199999999999818,2.730000000000018,5.315789473683909,0.7184210526315493,35.4021428571428,0.10733813530254956,3.8185714285714636,0.9951365506921448,0,2.316489361702087,1,-1,True,True,False,False,5.0,4.5,True,True
2.0,2024,1,2024-06-27 09:01:00,2024-06-27 09:30:00,True,0.5,2300.46,2301.59,2301.215,2296.49,4.725000000000364,2024-06-27 09:37:00,TP5,2024-06-27 15:40:00,24.375,1.8150000000000546,5.158730158729761,0.3841269841269661,33.26857142857148,0.1420259361044422,2.2721428571428857,2.079534737504064,0,2.0907715582451165,-1,1,True,True,False,False,5.0,4.5,True,True
2.0,2024,-1,2024-07-29 16:25:00,2024-07-29 16:50:00,True,0.5,2392.06,2390.62,2391.34,2396.84,5.5,2024-07-29 16:51:00,BE,2024-07-30 10:09:00,21.68000000000029,2.880000000000109,3.9418181818182347,0.5236363636363834,35.96,0.15294771968854282,4.241428571428644,1.2967329067025712,0,1.6476493011435938,-1,1,True,True,False,False,0.0,0.75,True,True
2.0,2024,1,2024-10-17 15:31:00,2024-10-17 16:10:00,True,0.5,2681.35,2682.1,2681.895,2673.05,8.8449999999998,2024-10-17 16:14:00,TP5,2024-10-21 04:06:00,44.74499999999989,1.025000000000091,5.058790276992753,0.11588468061052731,30.934285714285675,0.28592869677657096,5.306428571428536,1.666846143491695,0,0.8152661064425714,1,1,True,True,True,False,5.0,4.5,True,True
2.0,2024,-1,2024-10-31 03:05:00,2024-10-31 03:45:00,True,0.5,2786.81,2785.97,2786.39,2790.19,3.800000000000182,2024-10-31 04:02:00,TP5,2024-10-31 15:22:00,19.559999999999945,2.769999999999982,5.147368421052371,0.7289473684210129,29.34928571428564,0.1294750419820455,2.635714285714227,1.4417344173442745,0,1.0637039540385183,1,1,True,True,False,False,5.0,4.5,True,True
2.0,2024,1,2024-11-01 12:38:00,2024-11-01 13:10:00,True,0.5,2751.82,2752.95,2752.5550000000003,2744.76,7.795000000000073,2024-11-01 13:11:00,SL,2024-11-01 16:40:00,9.664999999999509,9.25500000000011,1.2398973701089697,1.18729955099423,31.14357142857138,0.2502924244856797,3.83428571428567,2.0329731743666595,0,1.8579051383398861,1,1,True,True,True,True,-1.0,-1.0,True,False
2.0,2024,1,2024-11-06 03:07:00,2024-11-06 03:30:00,True,0.5,2740.11,2741.06,2740.755,2732.56,8.195000000000164,2024-11-06 03:31:00,SL,2024-11-06 05:29:00,8.875,10.365000000000236,1.0829774252592828,1.26479560707749,30.53499999999992,0.26838054691338414,3.8064285714286012,2.152936761118435,0,1.5114931427467386,-1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2024,-1,2024-11-15 17:06:00,2024-11-15 17:25:00,True,0.5,2570.84,2569.37,2570.105,2576.21,6.105000000000018,2024-11-15 17:30:00,SL,2024-11-18 02:53:00,10.53500000000031,7.194999999999709,1.725634725634771,1.1785421785421273,43.24857142857137,0.14116073198123866,6.322857142857174,0.9655445097153167,0,1.342059883994358,-1,1,False,False,False,False,-1.0,-1.0,False,False
2.0,2024,-1,2024-12-19 11:42:00,2024-12-19 12:05:00,True,0.5,2619.27,2617.88,2618.575,2623.03,4.455000000000382,2024-12-19 12:09:00,SL,2024-12-19 12:45:00,0.0,4.675000000000182,0.0,1.0493827160493336,37.022857142857156,0.12033106960951792,4.860714285714331,0.9165319617928694,0,1.4479077711357677,1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2024,1,2024-12-20 15:30:00,2024-12-20 15:35:00,True,0.5,2605.13,2606.43,2605.97,2599.85,6.119999999999891,2024-12-20 15:38:00,TP5,2024-12-26 17:31:00,30.91000000000031,0.3599999999996726,5.050653594771383,0.058823529411712254,37.87857142857141,0.1615689232509872,4.3857142857142275,1.3954397394136744,0,3.5655873806558516,-1,1,True,True,False,False,5.0,4.5,True,True
2.0,2025,-1,2025-02-17 17:00:00,2025-02-17 17:55:00,True,0.5,2898.99,2898.55,2898.77,2904.3199999999997,5.549999999999727,2025-02-17 17:56:00,SL,2025-02-18 04:40:00,6.550000000000182,5.559999999999945,1.180180180180271,1.0018018018018413,42.01357142857143,0.13210017171321542,4.453571428571455,1.2461908580592738,0,1.189009661835746,1,-1,True,True,False,False,-1.0,-1.0,True,True
2.0,2025,-1,2025-02-24 09:50:00,2025-02-24 10:20:00,True,0.5,2942.01,2941.76,2941.885,2945.0699999999997,3.1849999999994907,2025-02-24 10:29:00,SL,2025-02-24 10:52:00,3.585000000000491,4.625,1.1255886970176026,1.4521193092623985,41.148571428571394,0.0774024441049731,5.267142857142907,0.6046921616489348,0,1.1710662824207563,-1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2025,1,2025-03-12 15:25:00,2025-03-12 16:45:00,True,0.5,2917.99,2919.26,2918.795,2906.05,12.74499999999989,2025-03-12 16:49:00,TP5,2025-03-13 18:33:00,63.804999999999836,0.875,5.006276971361348,0.068654374264418,41.46499999999998,0.30736765947184125,5.752857142857043,2.2154209088651795,0,0.482266278646774,1,1,True,True,True,False,5.0,4.5,True,True
2.0,2025,-1,2025-04-21 22:09:00,2025-04-21 22:30:00,True,0.5,3424.45,3422.3,3423.375,3430.69,7.315000000000055,2025-04-21 22:31:00,SL,2025-04-22 01:07:00,5.675000000000182,7.545000000000073,0.7758031442242159,1.03144224196856,77.65571428571424,0.09419783292555127,11.23214285714289,0.6512559618442001,0,2.3801058017518084,1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2025,-1,2025-07-01 15:41:00,2025-07-01 16:10:00,True,0.5,3352.16,3348.62,3350.39,3358.0699999999997,7.679999999999836,2025-07-01 16:37:00,SL,2025-07-02 22:55:00,22.699999999999818,7.8400000000001455,2.955729166666706,1.0208333333333741,51.02214285714285,0.15052288222200125,6.337857142857144,1.2117660317817838,0,2.245526127415883,1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2025,1,2025-08-26 13:37:00,2025-08-26 14:10:00,True,0.5,3375.21,3376.19,3375.8599999999997,3367.15,8.709999999999582,2025-08-26 14:11:00,TP5,2025-08-28 21:53:00,43.80000000000018,5.559999999999491,5.028702640643202,0.6383467278989389,34.41714285714296,0.2530715590237294,5.552857142857159,1.568561872909619,0,0.42377260981911874,1,1,True,True,True,False,5.0,4.5,True,True
2.0,2025,1,2025-08-27 10:15:00,2025-08-27 10:50:00,True,0.5,3378.18,3379.73,3379.125,3373.8,5.324999999999818,2025-08-27 12:52:00,SL,2025-08-27 14:38:00,0.6649999999999636,5.434999999999945,0.12488262910797865,1.0206572769953297,35.500714285714366,0.14999698195206793,4.217857142857123,1.2624894157493278,0,2.769688768606264,-1,-1,True,True,False,False,-1.0,-1.0,True,True
2.0,2025,1,2025-08-27 14:38:00,2025-08-27 14:50:00,True,0.5,3375.92,3376.72,3376.4799999999996,3373.69,2.789999999999509,2025-08-27 15:02:00,TP5,2025-08-27 19:19:00,13.950000000000273,2.2099999999995816,5.000000000000978,0.7921146953404913,35.500714285714366,0.07858996800867797,4.156428571428478,0.6712493555592715,0,2.431951219512223,1,-1,True,True,False,False,5.0,4.5,True,True
2.0,2025,-1,2025-09-24 04:10:00,2025-09-24 04:25:00,True,0.5,3761.59,3759.61,3760.6000000000004,3771.92,11.319999999999709,2025-09-24 04:27:00,SL,2025-09-24 08:21:00,9.850000000000364,11.399999999999636,0.8701413427562382,1.0070671378091811,49.76071428571436,0.22748869590180965,8.150000000000059,1.3889570552146782,0,1.7920300387596888,-1,1,True,True,False,False,-1.0,-1.0,True,True
2.0,2025,1,2025-10-30 00:00:00,2025-10-30 00:50:00,True,0.5,3944.86,3946.23,3945.785,3916.08,29.704999999999927,2025-10-30 00:51:00,SL,2025-10-30 05:01:00,20.80500000000029,30.204999999999927,0.700387140212097,1.0168321831341525,133.90285714285707,0.22183992659923996,20.782142857142976,1.4293521223577819,0,1.1987305681895382,-1,-1,True,True,False,False,-1.0,-1.0,True,True
2.0,2025,-1,2025-11-11 15:36:00,2025-11-11 16:05:00,True,0.5,4141.08,4139.86,4140.469999999999,4146.82,6.350000000000364,2025-11-11 16:08:00,TP5,2025-11-11 17:22:00,33.31999999999971,0.16000000000076398,5.247244094487843,0.025196850393819654,96.57857142857142,0.06574957473560025,7.902857142857231,0.8035068691251275,0,2.215722441809398,-1,1,True,True,False,False,5.0,4.5,True,True
