source_k,year,dir,sweep_time,trigger_time,clean_m1,fraction,broken_m5_level,trigger_close,limit_entry,sl_exec,risk,fill_time,outcome,resolved_at_h,mfe_abs,mae_abs,mfe_r,mae_r,d1_atr,risk_d1,m30_atr,risk_m30,mirror5,m30_exp,m30_owner,h1_owner,m1_direct_transfer,direct_transfer,owner_agree,both_branch
1.5,2023,-1,2023-06-29 17:50:00,2023-06-29 18:40:00,True,0.25,1909.73,1909.06,1909.2275,1913.2099999999998,3.9824999999998454,2023-06-29 18:41:00,SL,2023-06-30 15:43:00,8.5775000000001,4.742499999999836,2.1537978656623813,1.1908349026993146,20.755714285714298,0.1918748709477521,4.8857142857142595,0.8151315789473411,0,1.277777777777774,-1,-1,True,True,True,True
1.5,2023,1,2023-07-05 20:54:00,2023-07-05 21:05:00,True,0.25,1920.19,1920.99,1920.93,1919.01,1.9200000000000728,2023-07-05 21:06:00,SL,2023-07-05 21:14:00,0.0,2.480000000000018,0.0,1.2916666666666272,19.936428571428596,0.09630611586829918,3.9014285714285637,0.4921274258513561,0,1.2863961813842766,1,1,True,True,True,True
1.5,2023,-1,2023-07-11 04:32:00,2023-07-11 04:40:00,True,0.25,1926.26,1925.53,1925.7125,1927.9899999999998,2.2774999999996908,2023-07-11 04:45:00,SL,2023-07-11 05:57:00,0.7825000000002547,2.2974999999999,0.3435784851812781,1.008781558726767,19.781428571428574,0.1151332418574264,1.355714285714287,1.6799262381451865,1,2.6929499072355867,1,-1,True,True,False,False
1.5,2023,-1,2023-07-11 13:19:00,2023-07-11 13:50:00,True,0.25,1936.32,1935.88,1935.99,1938.6,2.6099999999999,2023-07-11 14:12:00,SL,2023-07-12 04:42:00,6.550000000000182,2.6499999999998636,2.5095785440614686,1.0153256704980709,19.781428571428574,0.13194193688162995,3.0692857142857326,0.8503607167791106,0,1.4033846153846123,1,1,False,False,False,False
1.5,2023,-1,2023-07-27 10:49:00,2023-07-27 11:35:00,True,0.25,1977.56,1977.49,1977.5075,1982.25,4.742500000000064,2023-07-27 12:16:00,TP5,2023-07-27 16:32:00,25.507499999999936,1.7224999999998545,5.37849235635205,0.36320506062199925,17.587857142857143,0.26964626568655686,2.7535714285714255,1.7223086900129951,0,1.1425027563395627,1,1,True,True,False,False
1.5,2023,1,2023-07-27 12:51:00,2023-07-27 13:20:00,True,0.25,1975.93,1976.45,1976.44,1973.6,2.8400000000001455,2023-07-27 13:22:00,SL,2023-07-27 15:25:00,2.6699999999998454,3.6400000000001,0.9401408450703199,1.28169014084504,17.587857142857143,0.16147504365837648,2.77785714285715,1.0223707894060667,1,1.1425027563395627,1,1,True,True,True,True
1.5,2023,-1,2023-08-10 08:58:00,2023-08-10 09:10:00,True,0.25,1916.95,1916.11,1916.32,1919.29,2.9700000000000273,2023-08-10 09:12:00,SL,2023-08-10 10:03:00,0.6199999999998909,3.1900000000000546,0.20875420875417008,1.0740740740740826,19.105,0.15545668673122362,1.782142857142828,1.6665330661323072,0,1.1891103548857371,-1,-1,True,True,True,True
1.5,2023,-1,2023-08-24 07:21:00,2023-08-24 07:35:00,True,0.25,1920.51,1920.17,1920.255,1921.8300000000002,1.5750000000000455,2023-08-24 07:36:00,SL,2023-08-24 07:45:00,0.15499999999997272,1.625,0.09841269841267825,1.0317460317460019,15.995714285714289,0.09846387425203462,1.5007142857142364,1.0495002379819782,0,1.2801070472792109,1,1,True,True,False,False
1.5,2023,1,2023-08-25 17:02:00,2023-08-25 17:05:00,True,0.25,1915.72,1920.18,1919.1950000000002,1911.27,7.925000000000182,2023-08-25 17:06:00,SL,2023-08-25 17:27:00,3.174999999999727,9.385000000000218,0.4006309148264548,1.1842271293375397,15.289999999999996,0.5183126226291814,2.9471428571428566,2.689045079980673,0,0.5612194722176641,1,1,False,False,True,False
1.5,2023,1,2023-08-28 15:32:00,2023-08-28 15:45:00,True,0.25,1915.68,1916.57,1916.4775,1913.38,3.0974999999998545,2023-08-28 15:53:00,SL,2023-08-28 16:34:00,1.4325000000001182,3.447499999999991,0.4624697336562342,1.1129943502825352,15.529999999999989,0.19945267224725413,1.631428571428533,1.8986427320489923,0,1.0576198169090028,-1,-1,True,True,False,False
1.5,2023,-1,2023-08-31 15:32:00,2023-08-31 15:40:00,True,0.25,1944.92,1943.7,1944.005,1947.96,3.9549999999999272,2023-08-31 15:41:00,SL,2023-09-01 15:30:00,5.684999999999945,8.325000000000045,1.4374209860935652,2.1049304677623764,15.496428571428542,0.25522009679649266,1.7514285714285864,2.2581566068514887,0,1.2955974842767226,1,1,True,True,False,False
1.5,2023,-1,2023-09-08 15:39:00,2023-09-08 15:55:00,True,0.25,1922.55,1922.15,1922.25,1926.16,3.910000000000082,2023-09-08 16:29:00,SL,2023-09-08 16:56:00,0.6699999999998454,4.070000000000164,0.1713554987211845,1.040920716112552,14.684285714285677,0.266271038038726,1.7292857142857494,2.261049153242463,0,0.9382326420198428,-1,-1,True,True,True,False
1.5,2023,1,2023-09-28 11:31:00,2023-09-28 12:45:00,True,0.25,1874.99,1876.09,1875.9650000000001,1873.63,2.3350000000000364,2023-09-28 12:59:00,SL,2023-09-28 15:45:00,3.6349999999997635,3.5650000000000546,1.5567451820127225,1.5267665952890788,15.300714285714305,0.15260725456328122,1.892142857142874,1.2340505851264711,0,1.2435870256518815,-1,-1,True,True,False,False
1.5,2023,1,2023-10-04 03:11:00,2023-10-04 03:40:00,True,0.25,1823.79,1824.52,1824.5375000000001,1821.82,2.7175000000002,2023-10-04 03:47:00,SL,2023-10-04 04:35:00,0.08249999999975444,3.4375000000002274,0.03035878564848146,1.2649494020239096,18.387857142857115,0.14778774812571518,2.023571428571472,1.3429226967879273,0,1.9778320113890508,-1,-1,True,True,False,False
1.5,2023,-1,2023-10-20 02:32:00,2023-10-20 03:05:00,True,0.25,1976.18,1976.01,1976.0525,1982.4,6.347500000000082,2023-10-20 03:06:00,SL,2023-10-20 11:14:00,3.9724999999998545,6.347500000000082,0.6258369436785827,1.0,25.38499999999999,0.25004924167815973,4.897142857142853,1.296163943990683,0,1.5931217810267353,1,1,True,True,False,False
1.5,2023,1,2023-10-30 16:40:00,2023-10-30 17:25:00,True,0.25,1998.15,1998.96,1998.9075000000003,1991.91,6.997500000000173,2023-10-30 17:26:00,SL,2023-10-31 05:57:00,1.7024999999996453,7.047500000000355,0.2433011789924406,1.0071454090746954,27.126428571428587,0.2579587645153708,3.8592857142857286,1.8131593559134196,0,1.3163950143815863,1,-1,True,True,False,False
1.5,2023,1,2023-11-09 15:32:00,2023-11-09 15:55:00,True,0.25,1948.82,1949.39,1949.3975,1944.73,4.667500000000018,2023-11-09 16:02:00,BE,2023-11-10 13:27:00,16.142499999999927,0.8475000000000819,3.4584895554365,0.18157471880023107,22.387142857142862,0.20849020483696076,2.8678571428571495,1.6275217932752204,0,1.2846650998824949,-1,-1,True,True,False,False
1.5,2023,1,2023-11-27 14:29:00,2023-11-27 15:30:00,True,0.25,2014.36,2014.55,2014.6525000000001,2011.5,3.1525000000001455,2023-11-27 15:36:00,SL,2023-11-27 15:41:00,0.5574999999998909,3.942500000000109,0.17684377478187632,1.2505947660586605,21.168571428571436,0.14892360642462552,2.2028571428571047,1.431095979247821,0,2.0113948919449887,1,1,True,True,True,True
1.5,2023,-1,2023-11-28 02:52:00,2023-11-28 03:20:00,True,0.25,2016.2,2015.47,2015.6525000000001,2018.28,2.627499999999827,2023-11-28 03:40:00,SL,2023-11-28 15:42:00,3.9125000000001364,5.967499999999973,1.489058039962091,2.2711703139868185,20.879285714285725,0.1258424275597741,1.88714285714283,1.3923164269492094,0,4.527659574468074,1,1,True,True,False,False
1.5,2023,-1,2023-12-12 15:30:00,2023-12-12 15:45:00,True,0.25,1987.87,1985.27,1985.92,1996.8500000000001,10.930000000000064,2023-12-12 15:49:00,SL,2023-12-13 21:03:00,12.779999999999973,11.450000000000045,1.1692589204025525,1.0475754803293669,30.71857142857144,0.35581081709529094,3.319999999999985,3.292168674698829,0,1.4725700655933192,1,1,False,False,False,False
1.5,2024,1,2024-01-03 16:37:00,2024-01-03 17:05:00,True,0.25,2042.28,2046.84,2045.85,2031.73,14.11999999999989,2024-01-03 17:06:00,SL,2024-01-03 18:01:00,1.2300000000000182,14.589999999999918,0.08711048158640423,1.033286118980172,23.534285714285666,0.5999757193152813,5.832857142857165,2.420769042370778,0,2.157449577098296,-1,-1,True,True,False,False
1.5,2024,1,2024-01-25 08:17:00,2024-01-25 08:35:00,True,0.25,2015.93,2016.16,2016.2725,2014.44,1.8324999999999818,2024-01-25 08:36:00,SL,2024-01-25 09:08:00,0.27749999999991815,2.052500000000009,0.15143246930418602,1.1200545702592248,24.387857142857133,0.07513985297132576,1.519999999999998,1.2055921052631475,0,1.006012506012495,-1,-1,True,True,False,False
1.5,2024,1,2024-01-31 15:05:00,2024-01-31 15:35:00,True,0.25,2039.54,2040.1,2040.1200000000001,2035.97,4.150000000000091,2024-01-31 15:36:00,BE,2024-01-31 21:00:00,15.839999999999918,1.4700000000000273,3.8168674698794147,0.35421686746987835,21.57642857142857,0.19233952395140624,2.4814285714286046,1.6724237190558577,0,1.599916475255808,1,1,True,True,True,True
1.5,2024,-1,2024-02-02 08:09:00,2024-02-02 08:25:00,True,0.25,2055.26,2054.77,2054.8925,2057.0299999999997,2.137499999999818,2024-02-02 08:28:00,SL,2024-02-02 09:24:00,0.6024999999999636,2.1475000000000364,0.2818713450292467,1.0046783625732019,21.29285714285712,0.10038577658503015,1.8349999999999065,1.1648501362397423,0,1.1883867577509075,-1,1,True,True,False,False
1.5,2024,-1,2024-02-12 15:20:00,2024-02-12 15:50:00,True,0.25,2020.96,2019.98,2020.225,2027.7,7.475000000000136,2024-02-12 16:01:00,SL,2024-02-13 12:45:00,8.194999999999936,7.895000000000209,1.096321070234085,1.0561872909699084,20.881428571428582,0.35797359239242615,2.458571428571434,3.0403834979663475,0,1.4809924880491734,-1,-1,True,True,True,True
1.5,2024,-1,2024-02-19 01:00:00,2024-02-19 01:05:00,True,0.25,2012.78,2011.71,2011.9775,2016.46,4.482500000000073,2024-02-19 01:07:00,SL,2024-02-19 01:12:00,0.0,4.662500000000136,0.0,1.040156162855563,22.221428571428596,0.20171970427515573,2.8478571428571677,1.573990469024341,1,1.2663934426229442,1,1,True,True,False,False
1.5,2024,1,2024-03-08 15:30:00,2024-03-08 15:35:00,True,0.25,2169.23,2178.25,2176.165,2155.9,20.264999999999873,2024-03-08 15:36:00,SL,2024-03-12 16:05:00,18.925000000000182,20.795000000000073,0.933876141130042,1.0261534665679843,22.102142857142844,0.9168794234560268,5.122857142857096,3.955800334634702,0,0.7226787685514677,1,1,True,True,True,False
1.5,2024,-1,2024-04-02 12:31:00,2024-04-02 13:05:00,True,0.25,2260.45,2258.98,2259.3475,2266.98,7.632500000000164,2024-04-02 13:20:00,SL,2024-04-02 17:03:00,5.857499999999618,14.5925000000002,0.7674418604650498,1.9118899443170503,29.883571428571454,0.25540789253532087,3.9500000000001103,1.9322784810126457,0,1.2425201001713413,1,1,True,True,False,False
1.5,2024,1,2024-05-01 21:00:00,2024-05-01 21:30:00,True,0.25,2307.46,2313.43,2312.1275,2295.53,16.597499999999854,2024-05-01 21:31:00,SL,2024-05-02 13:29:00,16.142499999999927,16.987500000000182,0.9725862328663997,1.0234975146859666,46.12285714285719,0.3598541163352501,6.382857142857022,2.6003245299910738,0,0.46479739825964184,1,1,True,True,True,False
1.5,2024,-1,2024-05-14 15:20:00,2024-05-14 15:35:00,True,0.25,2342.43,2341.29,2341.575,2348.54,6.9650000000001455,2024-05-14 15:36:00,SL,2024-05-14 15:49:00,0.15499999999974534,8.715000000000146,0.022254127781728944,1.2512562814070298,34.65500000000001,0.20098109940845893,4.502142857142774,1.5470410915437702,1,2.686858721389118,1,1,True,True,False,False
1.5,2024,1,2024-05-16 10:11:00,2024-05-16 10:25:00,True,0.25,2388.9,2389.83,2389.7875,2384.79,4.997499999999945,2024-05-16 10:26:00,SL,2024-05-16 12:26:00,1.5725000000002183,5.4074999999998,0.3146573286643793,1.0820410205102269,34.494999999999955,0.1448760689955052,3.899285714285757,1.2816449899248665,0,1.3081581759886225,1,1,True,True,True,True
1.5,2024,-1,2024-05-29 01:01:00,2024-05-29 01:45:00,True,0.25,2358.86,2358.68,2358.725,2362.57,3.8450000000002547,2024-05-29 01:46:00,TP5,2024-05-29 14:53:00,20.154999999999745,2.775000000000091,5.241872561768117,0.7217165149544622,35.4021428571428,0.10860924479955542,3.8185714285714636,1.0069210624766756,0,2.316489361702087,1,-1,True,True,False,False
1.5,2024,1,2024-06-27 09:01:00,2024-06-27 09:30:00,True,0.25,2300.46,2301.59,2301.4975,2296.49,5.007500000000164,2024-06-27 09:37:00,TP5,2024-06-27 17:01:00,29.262500000000273,2.0974999999998545,5.84373439840226,0.41887169246126527,33.26857142857148,0.15051743387152652,2.2721428571428857,2.203866708582251,0,2.0907715582451165,-1,1,True,True,False,False
1.5,2024,-1,2024-06-27 18:17:00,2024-06-27 18:30:00,True,0.25,2327.24,2326.91,2326.9925,2331.05,4.057500000000346,2024-06-27 18:35:00,SL,2024-06-28 11:26:00,7.842499999999745,5.077500000000327,1.9328404189769752,1.2513863216265915,33.26857142857148,0.12196195465476803,5.012857142857131,0.8094186377886147,0,2.0907715582451165,1,1,True,True,False,False
1.5,2024,1,2024-07-08 16:50:00,2024-07-08 17:05:00,True,0.25,2377.08,2377.75,2377.7725,2370.22,7.5525000000002365,2024-07-08 17:06:00,SL,2024-07-08 18:25:00,1.7274999999999636,7.742499999999836,0.22873220787817405,1.0251572327043488,27.199285714285743,0.2776727330024507,4.030000000000102,1.8740694789081997,0,1.3224129784217966,-1,-1,True,True,False,False
1.5,2024,-1,2024-07-29 16:25:00,2024-07-29 16:50:00,True,0.25,2392.06,2390.62,2390.98,2396.84,5.860000000000127,2024-07-29 16:51:00,BE,2024-07-30 09:58:00,21.320000000000164,3.2400000000002365,3.638225255972645,0.5529010238908133,35.96,0.16295884315906917,4.241428571428644,1.3816099696867696,0,1.6476493011435938,-1,1,True,True,False,False
1.5,2024,1,2024-09-12 05:49:00,2024-09-12 06:40:00,True,0.25,2514.04,2514.74,2514.7449999999994,2510.98,3.764999999999418,2024-09-12 06:44:00,TP5,2024-09-12 15:46:00,20.375000000000455,1.7749999999996362,5.411686586986349,0.47144754316066684,27.751428571428537,0.13566869144443508,1.9621428571428428,1.9188205314886144,0,1.835149218379886,1,-1,True,True,False,False
1.5,2024,1,2024-10-14 05:05:00,2024-10-14 05:35:00,True,0.25,2648.45,2650.59,2650.2250000000004,2643.11,7.1150000000002365,2024-10-14 05:36:00,SL,2024-10-15 07:34:00,16.524999999999636,7.1850000000004,2.322557976106688,1.0098383696416249,31.80285714285713,0.22372203755278805,3.827857142857056,1.8587423026685124,0,1.7547437488916644,1,1,True,True,True,True
1.5,2024,1,2024-10-17 15:31:00,2024-10-17 16:10:00,True,0.25,2681.35,2682.1,2682.0825,2673.05,9.0324999999998,2024-10-17 16:11:00,TP5,2024-10-21 04:12:00,45.507500000000164,1.212500000000091,5.03819540548034,0.13423747578191175,30.934285714285675,0.2919899325759614,5.306428571428536,1.7021806434243916,0,0.8152661064425714,1,1,True,True,True,False
1.5,2024,-1,2024-10-31 03:05:00,2024-10-31 03:45:00,True,0.25,2786.81,2785.97,2786.18,2790.19,4.010000000000218,2024-10-31 03:46:00,TP5,2024-10-31 15:23:00,20.259999999999764,2.980000000000018,5.052369077306399,0.743142144638368,29.34928571428564,0.13663024167052787,2.635714285714227,1.5214092140922575,0,1.0637039540385183,1,1,True,True,False,False
1.5,2024,1,2024-11-01 12:38:00,2024-11-01 13:10:00,True,0.25,2751.82,2752.95,2752.8375,2744.76,8.077499999999873,2024-11-01 13:11:00,SL,2024-11-01 16:40:00,9.382499999999709,9.537499999999909,1.1615598885793694,1.180748994119475,31.14357142857138,0.2593633173551028,3.83428571428567,2.106650521609529,0,1.8579051383398861,1,1,True,True,True,True
1.5,2024,1,2024-11-06 03:07:00,2024-11-06 03:30:00,True,0.25,2740.11,2741.06,2740.9925000000003,2732.56,8.432500000000346,2024-11-06 03:31:00,SL,2024-11-06 05:29:00,8.637499999999818,10.602500000000418,1.0243107026385372,1.257337681589088,30.53499999999992,0.2761585066317461,3.8064285714286012,2.2153312066054403,0,1.5114931427467386,-1,1,True,True,False,False
1.5,2024,-1,2024-11-12 16:38:00,2024-11-12 17:05:00,True,0.25,2609.81,2606.45,2607.29,2617.17,9.88000000000011,2024-11-12 17:07:00,SL,2024-11-13 15:30:00,14.710000000000036,11.569999999999709,1.4888663967611209,1.171052631578905,41.89928571428566,0.23580354250839888,7.256428571428614,1.3615513337927032,0,1.1169672561723043,-1,-1,True,True,True,True
1.5,2024,-1,2024-11-15 17:06:00,2024-11-15 17:25:00,True,0.25,2570.84,2569.37,2569.7375,2576.21,6.4724999999998545,2024-11-15 17:28:00,SL,2024-11-18 02:53:00,10.167500000000473,7.562499999999545,1.5708767864041253,1.168404789493969,43.24857142857137,0.14965812248133398,6.322857142857174,1.0236669679168269,0,1.342059883994358,-1,1,False,False,False,False
1.5,2024,1,2024-11-21 18:47:00,2024-11-21 19:45:00,True,0.25,2668.51,2669.16,2669.1575,2661.28,7.8774999999996,2024-11-21 21:23:00,TP5,2024-11-22 13:00:00,39.92250000000013,1.4074999999998,5.067914947635945,0.17867343700410934,43.5678571428571,0.18080990245101156,6.080714285714261,1.2954892517325838,0,1.2892161911628435,-1,1,True,True,False,False
1.5,2024,1,2024-11-29 10:47:00,2024-11-29 11:15:00,True,0.25,2659.81,2661.27,2661.0649999999996,2654.46,6.604999999999563,2024-11-29 11:17:00,SL,2024-11-29 16:45:00,4.775000000000546,9.18499999999949,0.7229371688116368,1.3906131718395303,44.11500000000001,0.14972231667232375,4.424285714285653,1.4928963513076392,1,0.6899295774647938,1,1,True,True,True,False
1.5,2024,-1,2024-12-06 06:27:00,2024-12-06 07:35:00,True,0.25,2641.43,2639.73,2640.1549999999997,2644.6800000000003,4.525000000000546,2024-12-06 07:36:00,SL,2024-12-06 10:58:00,4.674999999999727,4.585000000000036,1.0331491712705334,1.0132596685081732,38.13214285714285,0.11866629202961065,5.7914285714285665,0.7813270843612197,0,1.203463904176121,1,1,False,False,False,False
1.5,2024,-1,2024-12-19 11:42:00,2024-12-19 12:05:00,True,0.25,2619.27,2617.88,2618.2275,2623.03,4.8025000000002365,2024-12-19 12:07:00,SL,2024-12-19 12:45:00,0.28749999999990905,5.022500000000036,0.05986465382611034,1.045809474232127,37.022857142857156,0.1297171631424666,4.860714285714331,0.988023512123478,0,1.4479077711357677,1,1,True,True,False,False
1.5,2024,1,2024-12-20 15:30:00,2024-12-20 15:35:00,True,0.25,2605.13,2606.43,2606.295,2599.85,6.445000000000164,2024-12-20 15:37:00,TP5,2024-12-26 17:50:00,32.25500000000011,0.6849999999999454,5.004654771140308,0.1062839410395544,37.87857142857141,0.170148972279846,4.3857142857142275,1.4695439739414249,0,3.5655873806558516,-1,1,True,True,False,False
1.5,2025,1,2025-01-17 16:32:00,2025-01-17 16:45:00,True,0.25,2707.72,2709.68,2709.3599999999997,2702.69,6.669999999999618,2025-01-17 16:47:00,SL,2025-01-17 22:00:00,7.980000000000473,7.389999999999873,1.1964017991005893,1.107946026986551,30.64714285714282,0.21763855870972534,4.312142857142915,1.5467947656119498,0,1.512761020881669,-1,-1,False,False,False,False
1.5,2025,-1,2025-02-17 17:00:00,2025-02-17 17:55:00,True,0.25,2898.99,2898.55,2898.66,2904.3199999999997,5.6599999999998545,2025-02-17 17:56:00,SL,2025-02-18 04:40:00,6.440000000000055,5.670000000000073,1.137809187279191,1.0017667844523355,42.01357142857143,0.13471837331474176,4.453571428571455,1.270890136327145,0,1.189009661835746,1,-1,True,True,False,False
1.5,2025,-1,2025-02-24 09:50:00,2025-02-24 10:20:00,True,0.25,2942.01,2941.76,2941.8225,2945.0699999999997,3.2474999999994907,2025-02-24 10:22:00,SL,2025-02-24 10:52:00,3.522500000000491,4.6875,1.084680523479921,1.4434180138570394,41.148571428571394,0.07892133037076952,5.267142857142907,0.6165581773798813,0,1.1710662824207563,-1,1,True,True,False,False
1.5,2025,1,2025-03-12 15:25:00,2025-03-12 16:45:00,True,0.25,2917.99,2919.26,2919.1125,2906.05,13.0625,2025-03-12 16:46:00,TP5,2025-03-13 18:43:00,66.08749999999964,1.1925000000001091,5.059330143540642,0.09129186602871649,41.46499999999998,0.3150247196430726,5.752857142857043,2.2706108765831035,0,0.482266278646774,1,1,True,True,True,False
1.5,2025,-1,2025-03-31 18:12:00,2025-03-31 18:35:00,True,0.25,3119.98,3119.36,3119.5150000000003,3127.37,7.854999999999563,2025-03-31 19:42:00,SL,2025-04-01 03:49:00,3.4350000000004,8.18499999999949,0.43730108211337887,1.0420114576702668,34.4014285714285,0.22833354096589453,8.280714285714307,0.9485896661778108,0,1.2500253062050843,-1,1,True,True,False,False
1.5,2025,-1,2025-04-21 22:09:00,2025-04-21 22:30:00,True,0.25,3424.45,3422.3,3422.8375,3430.69,7.852499999999964,2025-04-21 22:31:00,SL,2025-04-22 01:07:00,5.137500000000273,8.082499999999982,0.6542502387774972,1.0292900350206966,77.65571428571424,0.10111940984933457,11.23214285714289,0.6991096979332221,0,2.3801058017518084,1,1,True,True,False,False
1.5,2025,-1,2025-07-01 15:41:00,2025-07-01 16:10:00,True,0.25,3352.16,3348.62,3349.505,3358.0699999999997,8.5649999999996,2025-07-01 16:11:00,SL,2025-07-02 22:55:00,21.815000000000055,8.724999999999909,2.5469935785173465,1.0186806771745847,51.02214285714285,0.1678682924780479,6.337857142857144,1.3514031331003535,0,2.245526127415883,1,1,True,True,False,False
1.5,2025,1,2025-07-04 15:46:00,2025-07-04 16:10:00,True,0.25,3335.18,3335.33,3335.4625,3331.42,4.042500000000018,2025-07-04 16:11:00,SL,2025-07-04 17:39:00,2.5274999999996908,4.182499999999891,0.6252319109461173,1.034632034632003,48.87071428571422,0.08271825077829306,4.300000000000052,0.9401162790697603,0,1.5940512579355777,-1,1,True,True,False,False
