year,family,model,weight,n_features,auc,ap,brier,last_is_route_max,last_route_percentile,within_route_pair_auc,train_orientation
2024,COMBINED_NO_COUNT,TREE3,ROW,193,0.6160714285714286,0.39415981586545545,0.2600541553131223,0.7380952380952381,0.7284324967360681,0.6648936170212766,
2024,COMBINED_WITH_COUNT,LOGIT,ROW,194,0.5858662613981763,0.3530329035618497,0.25719429853288767,0.5714285714285714,0.6969033446712019,0.6117021276595744,
2024,COMBINED_WITH_COUNT,TREE2,ROW,194,0.6534637791286728,0.40359255081314915,0.24419153997413498,0.7738095238095238,0.7212679516250945,0.6462765957446809,
2024,COMBINED_WITH_COUNT,TREE3,ROW,194,0.6160714285714286,0.39415981586545545,0.2600541553131223,0.7380952380952381,0.7284324967360681,0.6648936170212766,
2025,H4_GEOM,LOGIT,ROW,32,0.6872854976454624,0.4267759142376376,0.21791119855121496,0.6417910447761194,0.7618528505929735,0.6898395721925134,
2025,H4_GEOM,TREE2,ROW,32,0.6676909569798068,0.3549573954100007,0.23435981375993498,0.9701492537313433,0.7498524534191787,0.6764705882352942,
2025,H4_GEOM,TREE3,ROW,32,0.6725995689999202,0.35658781249716504,0.22674975239378267,0.9253731343283582,0.7466808116281338,0.6737967914438503,
2025,H4_GEOM_DELTA,LOGIT,ROW,46,0.6632612339372655,0.3804493346978755,0.23402871362231084,0.6417910447761194,0.7615326727706007,0.7058823529411765,
2025,H4_GEOM_DELTA,TREE2,ROW,46,0.679144385026738,0.36196378075531577,0.237533537109879,0.8955223880597015,0.7383133352843625,0.6737967914438503,
2025,H4_GEOM_DELTA,TREE3,ROW,46,0.6777875329236173,0.36158829262130193,0.23260772080543726,0.7910447761194029,0.7305456262106833,0.6497326203208557,
2025,H4_H1_LIQ,LOGIT,ROW,79,0.6511293798387741,0.38996170954864257,0.23650093769783107,0.6119402985074627,0.7479461934027342,0.6898395721925134,
2025,H4_H1_LIQ,TREE2,ROW,79,0.679144385026738,0.36196378075531577,0.23753353710987893,0.8955223880597015,0.7383133352843625,0.6737967914438503,
2025,H4_H1_LIQ,TREE3,ROW,79,0.6895203128741321,0.37171430637239944,0.2378548221184182,0.8507462686567164,0.7499278816004014,0.7005347593582888,
2025,JOURNEY_NO_COUNT,LOGIT,ROW,28,0.4204645223082449,0.2784065521026666,0.26034446150948887,0.5970149253731343,0.6701900163050295,0.5989304812834224,
2025,JOURNEY_NO_COUNT,TREE2,ROW,28,0.460411844520712,0.2514797693586325,0.2661610730847155,0.8656716417910447,0.6419568822553896,0.4572192513368984,
